# Region type : faceZone fz_solid_49
# Faces  :    1676
# Area   :    1.017713e-01
# Time        	sum(phi)
20            	-1.376387e-05
40            	-1.769478e-05
60            	-2.748601e-05
80            	-3.809014e-05
100           	-4.858132e-05
120           	-5.909009e-05
140           	-7.333674e-05
160           	-8.568905e-05
180           	-9.539408e-05
200           	-1.041249e-04
220           	-1.110436e-04
240           	-1.171310e-04
260           	-1.217614e-04
280           	-1.206658e-04
300           	-1.128502e-04
320           	-1.010365e-04
340           	-9.047777e-05
360           	-8.401812e-05
380           	-8.127403e-05
400           	-8.084240e-05
420           	-8.130112e-05
440           	-8.201300e-05
460           	-8.276911e-05
480           	-8.350408e-05
500           	-8.419761e-05
520           	-8.478486e-05
540           	-8.520374e-05
560           	-8.553500e-05
580           	-8.543089e-05
600           	-8.507389e-05
620           	-8.456759e-05
640           	-8.397967e-05
660           	-8.349882e-05
680           	-8.308886e-05
700           	-8.294641e-05
720           	-8.305895e-05
740           	-8.378029e-05
760           	-8.581398e-05
780           	-8.891530e-05
800           	-9.183623e-05
820           	-9.455873e-05
840           	-9.713715e-05
860           	-9.934808e-05
880           	-1.010885e-04
900           	-1.020667e-04
920           	-1.023862e-04
940           	-1.022805e-04
960           	-1.019537e-04
980           	-1.015207e-04
1000          	-1.011926e-04
1020          	-1.009388e-04
