# Region      : cellZone cz_solid_93
# Cells       : 1991
# Volume      : 2.143678e-03
# Time        	volIntegrateU
20            	5.081569e-09 -5.107196e-09 2.555208e-09
40            	6.076017e-09 -9.051407e-09 4.200055e-09
60            	6.738073e-09 -1.230204e-08 5.607318e-09
80            	6.670985e-09 -1.432544e-08 6.577637e-09
100           	5.780398e-09 -1.516364e-08 6.751896e-09
120           	4.485329e-09 -1.591534e-08 5.881357e-09
140           	1.831978e-09 -1.720075e-08 4.494376e-09
160           	-1.549405e-09 -1.866464e-08 1.174805e-09
180           	-3.034698e-09 -2.181572e-08 -1.845334e-09
200           	-3.048352e-09 -2.549416e-08 -4.424699e-09
220           	-2.321493e-09 -2.981556e-08 -5.670930e-09
240           	-1.711933e-09 -3.491060e-08 -5.658096e-09
260           	-1.345271e-09 -4.033724e-08 -5.216221e-09
280           	-1.094412e-09 -4.559657e-08 -4.778321e-09
300           	-9.019497e-10 -5.047260e-08 -4.402527e-09
320           	-7.540093e-10 -5.489511e-08 -4.084914e-09
340           	-6.463418e-10 -5.880832e-08 -3.824888e-09
360           	-5.739346e-10 -6.216374e-08 -3.614074e-09
380           	-5.296223e-10 -6.496242e-08 -3.441244e-09
400           	-5.028780e-10 -6.725876e-08 -3.295268e-09
420           	-4.882380e-10 -6.911921e-08 -3.169373e-09
440           	-4.824890e-10 -7.060884e-08 -3.060198e-09
460           	-4.817435e-10 -7.179339e-08 -2.965730e-09
480           	-4.792145e-10 -7.273548e-08 -2.884463e-09
500           	-4.677928e-10 -7.349228e-08 -2.814659e-09
520           	-4.404620e-10 -7.410602e-08 -2.757305e-09
540           	-3.920949e-10 -7.460859e-08 -2.713666e-09
560           	-3.282414e-10 -7.502619e-08 -2.684171e-09
580           	-2.602059e-10 -7.535745e-08 -2.670737e-09
600           	-1.905862e-10 -7.558919e-08 -2.664795e-09
620           	-1.257262e-10 -7.572105e-08 -2.655510e-09
640           	-9.372340e-11 -7.577557e-08 -2.626440e-09
660           	-1.123072e-10 -7.570029e-08 -2.614720e-09
680           	-1.365126e-10 -7.546632e-08 -2.597994e-09
700           	-1.753338e-10 -7.511044e-08 -2.565739e-09
720           	-2.251908e-10 -7.465700e-08 -2.534811e-09
740           	-2.788276e-10 -7.414623e-08 -2.505615e-09
760           	-3.330411e-10 -7.361291e-08 -2.478204e-09
780           	-3.859594e-10 -7.307675e-08 -2.453867e-09
800           	-4.360971e-10 -7.254787e-08 -2.432132e-09
820           	-4.828874e-10 -7.202957e-08 -2.412845e-09
840           	-5.255506e-10 -7.152197e-08 -2.395382e-09
860           	-5.643879e-10 -7.102530e-08 -2.378994e-09
880           	-5.991333e-10 -7.053974e-08 -2.363681e-09
900           	-6.296055e-10 -7.006598e-08 -2.349389e-09
