# Region      : cellZone cz_solid_10
# Cells       : 2017
# Volume      : 2.144577e-03
# Time        	volIntegrateU
20            	-1.657010e-09 -4.866453e-09 6.009484e-09
40            	-1.653478e-09 -9.129041e-09 6.019752e-09
60            	-1.740400e-09 -1.354195e-08 6.312675e-09
80            	-1.837951e-09 -1.812539e-08 6.605945e-09
100           	-1.950685e-09 -2.290008e-08 6.884233e-09
120           	-2.091608e-09 -2.786790e-08 7.141105e-09
140           	-2.315811e-09 -3.297131e-08 7.263864e-09
160           	-2.567872e-09 -3.820790e-08 7.454330e-09
180           	-2.850694e-09 -4.346655e-08 7.475480e-09
200           	-3.149061e-09 -4.858824e-08 7.325578e-09
220           	-3.433859e-09 -5.341061e-08 6.961625e-09
240           	-3.670650e-09 -5.781803e-08 6.355371e-09
260           	-3.816481e-09 -6.178117e-08 5.530417e-09
280           	-3.818068e-09 -6.540183e-08 4.579000e-09
300           	-3.653061e-09 -6.887258e-08 3.649027e-09
320           	-3.365394e-09 -7.236336e-08 2.853958e-09
340           	-3.028090e-09 -7.591417e-08 2.231596e-09
360           	-2.693848e-09 -7.941357e-08 1.756380e-09
380           	-2.388038e-09 -8.270516e-08 1.388783e-09
400           	-2.119304e-09 -8.569280e-08 1.101485e-09
420           	-1.888801e-09 -8.835517e-08 8.837043e-10
440           	-1.692924e-09 -9.071678e-08 7.272051e-10
460           	-1.528684e-09 -9.281889e-08 6.222996e-10
480           	-1.391476e-09 -9.470390e-08 5.569928e-10
500           	-1.275760e-09 -9.640504e-08 5.189723e-10
520           	-1.176256e-09 -9.794660e-08 4.985485e-10
540           	-1.086680e-09 -9.934794e-08 4.899317e-10
560           	-1.001125e-09 -1.006271e-07 4.922253e-10
580           	-9.144165e-10 -1.018017e-07 5.066014e-10
600           	-8.245264e-10 -1.028891e-07 5.355284e-10
620           	-7.327093e-10 -1.039065e-07 5.825114e-10
640           	-6.439014e-10 -1.048703e-07 6.489911e-10
660           	-5.648183e-10 -1.057929e-07 7.342858e-10
680           	-5.014244e-10 -1.066813e-07 8.344187e-10
700           	-4.567200e-10 -1.075366e-07 9.447619e-10
720           	-4.307172e-10 -1.083590e-07 1.057571e-09
740           	-4.202966e-10 -1.091459e-07 1.164264e-09
760           	-4.185262e-10 -1.098875e-07 1.257463e-09
780           	-4.163957e-10 -1.105673e-07 1.337090e-09
800           	-4.083833e-10 -1.111709e-07 1.405912e-09
820           	-3.954473e-10 -1.116919e-07 1.465876e-09
840           	-3.806225e-10 -1.121253e-07 1.515012e-09
860           	-3.688787e-10 -1.124753e-07 1.551578e-09
880           	-3.705065e-10 -1.127607e-07 1.573478e-09
900           	-4.030622e-10 -1.130056e-07 1.577837e-09
920           	-4.620281e-10 -1.132268e-07 1.564019e-09
940           	-5.289223e-10 -1.134035e-07 1.536707e-09
960           	-5.784623e-10 -1.135458e-07 1.493543e-09
980           	-5.791016e-10 -1.137659e-07 1.441855e-09
1000          	-5.256357e-10 -1.141757e-07 1.398730e-09
