# Region type : faceZone fz_solid_80
# Faces  :    1661
# Area   :    1.016969e-01
# Time        	sum(phi)
20            	-3.468036e-05
40            	-3.158134e-05
60            	-2.800838e-05
80            	-2.440709e-05
100           	-2.369890e-05
120           	-2.291853e-05
140           	-2.200041e-05
160           	-2.152086e-05
180           	-2.179601e-05
200           	-2.233800e-05
220           	-2.351981e-05
240           	-2.568901e-05
260           	-2.936183e-05
280           	-3.182933e-05
300           	-2.961080e-05
320           	-2.335544e-05
340           	-1.520599e-05
360           	-5.708318e-06
380           	6.217597e-06
400           	1.763218e-05
420           	2.341092e-05
440           	2.362056e-05
460           	1.851513e-05
480           	8.992946e-06
500           	-2.122418e-06
520           	-1.246880e-05
540           	-2.107324e-05
560           	-2.819991e-05
580           	-3.370538e-05
600           	-3.657288e-05
620           	-3.712495e-05
640           	-3.605622e-05
660           	-3.411882e-05
680           	-3.157385e-05
700           	-2.905332e-05
720           	-2.652197e-05
740           	-2.392729e-05
760           	-2.122567e-05
780           	-1.882587e-05
800           	-1.673569e-05
820           	-1.504473e-05
840           	-1.386576e-05
860           	-1.292074e-05
880           	-1.186459e-05
900           	-1.071217e-05
920           	-9.829307e-06
940           	-9.068798e-06
960           	-8.288544e-06
980           	-7.561486e-06
1000          	-6.770469e-06
1020          	-5.920940e-06
