# Region type : faceZone fz_solid_18
# Faces  :    1725
# Area   :    1.016978e-01
# Time        	sum(phi)
20            	9.465767e-05
40            	9.930512e-05
60            	1.014804e-04
80            	1.008649e-04
100           	9.781322e-05
120           	9.266495e-05
140           	8.821092e-05
160           	7.647296e-05
180           	6.746318e-05
200           	6.067837e-05
220           	5.623157e-05
240           	5.309400e-05
260           	5.128974e-05
280           	5.110592e-05
300           	5.237447e-05
320           	6.233546e-05
340           	5.348291e-05
360           	2.296006e-05
380           	8.388637e-07
400           	-1.690973e-05
420           	-2.841335e-05
440           	-3.838659e-05
460           	-4.918233e-05
480           	-6.046325e-05
500           	-7.263447e-05
520           	-8.524034e-05
540           	-9.787478e-05
560           	-1.101814e-04
580           	-1.228180e-04
600           	-1.360851e-04
620           	-1.502402e-04
640           	-1.655174e-04
660           	-1.816681e-04
680           	-1.982344e-04
700           	-2.147515e-04
720           	-2.313870e-04
740           	-2.484963e-04
760           	-2.662484e-04
780           	-2.844569e-04
800           	-3.029009e-04
820           	-3.212570e-04
840           	-3.390953e-04
860           	-3.558993e-04
880           	-3.713389e-04
900           	-3.851407e-04
920           	-3.976527e-04
940           	-4.089986e-04
960           	-4.196924e-04
980           	-4.297168e-04
