# Region type : faceZone fz_solid_93
# Faces  :    1679
# Area   :    1.016220e-01
# Time        	sum(phi)
20            	6.328465e-05
40            	1.031060e-04
60            	1.371995e-04
80            	1.619799e-04
100           	1.861757e-04
120           	2.532355e-04
140           	3.107151e-04
160           	5.307249e-06
180           	-5.451608e-05
200           	-1.908414e-05
220           	2.163041e-05
240           	2.831474e-05
260           	1.890544e-05
280           	7.032922e-06
300           	-3.368176e-06
320           	-1.237485e-05
340           	-1.766846e-05
360           	-1.688976e-05
380           	-1.595063e-05
400           	-1.654672e-05
420           	-1.666114e-05
440           	-1.651975e-05
460           	-1.568426e-05
480           	-1.385115e-05
500           	-1.007288e-05
520           	-1.787477e-06
540           	1.378953e-05
560           	3.692883e-05
580           	6.730823e-05
600           	1.014287e-04
620           	1.338860e-04
640           	1.440447e-04
660           	1.452148e-04
680           	1.395425e-04
700           	1.287213e-04
720           	1.158014e-04
740           	1.016753e-04
760           	8.753344e-05
780           	7.472950e-05
800           	6.375531e-05
820           	5.497645e-05
840           	4.877854e-05
860           	4.449625e-05
880           	4.197430e-05
900           	4.117386e-05
