# Region type : faceZone fz_solid_47
# Faces  :    1636
# Area   :    1.016962e-01
# Time        	sum(phi)
20            	3.769053e-05
40            	4.400002e-05
60            	5.721885e-05
80            	7.136602e-05
100           	8.625230e-05
120           	1.013906e-04
140           	1.295075e-04
160           	1.455861e-04
180           	1.637516e-04
200           	1.817573e-04
220           	1.936945e-04
240           	1.909520e-04
260           	1.707810e-04
280           	1.434002e-04
300           	1.123210e-04
320           	1.017049e-04
340           	1.338772e-04
360           	1.992444e-04
380           	2.652052e-04
400           	3.064208e-04
420           	3.208922e-04
440           	3.260500e-04
460           	3.268472e-04
480           	3.264543e-04
500           	3.262361e-04
520           	3.265003e-04
540           	3.270799e-04
560           	3.277071e-04
580           	3.282186e-04
600           	3.283996e-04
620           	3.282681e-04
640           	3.278174e-04
660           	3.271368e-04
680           	3.263111e-04
700           	3.254860e-04
720           	3.248279e-04
740           	3.246787e-04
760           	3.254057e-04
780           	3.273613e-04
800           	3.304870e-04
820           	3.344830e-04
840           	3.391668e-04
860           	3.444747e-04
880           	3.501104e-04
900           	3.558323e-04
920           	3.615971e-04
940           	3.671802e-04
960           	3.726082e-04
980           	3.779075e-04
