# Region type : faceZone fz_solid_61
# Faces  :    1724
# Area   :    1.016917e-01
# Time        	sum(phi)
20            	-9.659347e-06
40            	-1.267689e-05
60            	-1.234641e-05
80            	-1.121005e-05
100           	-9.929188e-06
120           	-9.098335e-06
140           	-8.358306e-06
160           	-8.291886e-06
180           	-8.596253e-06
200           	-9.028486e-06
220           	-9.409901e-06
240           	-9.726944e-06
260           	-1.007340e-05
280           	-1.048763e-05
300           	-1.106125e-05
320           	-1.196969e-05
340           	-1.377728e-05
360           	-1.665143e-05
380           	-1.922001e-05
400           	-1.450316e-05
420           	6.540042e-06
440           	3.355158e-05
460           	4.683994e-05
480           	4.759200e-05
500           	4.562790e-05
520           	4.453492e-05
540           	4.549307e-05
560           	4.742645e-05
580           	4.920281e-05
600           	5.004333e-05
620           	4.998995e-05
640           	4.931134e-05
660           	4.839376e-05
680           	4.760838e-05
700           	4.689032e-05
720           	4.598325e-05
740           	4.463373e-05
760           	4.284551e-05
780           	4.097116e-05
800           	3.930424e-05
820           	3.793914e-05
840           	3.687298e-05
860           	3.608960e-05
880           	3.561641e-05
900           	3.546024e-05
920           	3.549695e-05
940           	3.555483e-05
960           	3.564016e-05
980           	3.571688e-05
1000          	3.578256e-05
1020          	3.583131e-05
