# Region      : cellZone cz_solid_97
# Cells       : 1902
# Volume      : 2.137341e-03
# Time        	volIntegrateU
20            	1.169516e-08 -2.038572e-09 1.452606e-08
40            	-1.046126e-09 4.182663e-10 1.155082e-08
60            	-7.027353e-09 1.875699e-09 3.368575e-09
80            	-7.460541e-09 3.847944e-09 -4.833667e-10
100           	-6.038540e-09 7.005613e-09 -9.384477e-10
120           	-4.913942e-09 9.952466e-09 -1.092748e-09
140           	-4.073001e-09 1.268828e-08 -1.135520e-09
160           	-3.299381e-09 1.511155e-08 -1.064774e-09
180           	-2.883759e-09 1.733347e-08 -9.910252e-10
200           	-2.595157e-09 1.943041e-08 -9.184733e-10
220           	-2.379825e-09 2.143600e-08 -8.572781e-10
240           	-2.193432e-09 2.334311e-08 -8.165864e-10
260           	-2.012108e-09 2.513905e-08 -7.967718e-10
280           	-1.838419e-09 2.683210e-08 -7.874254e-10
300           	-1.682027e-09 2.843545e-08 -7.815160e-10
320           	-1.542754e-09 2.994532e-08 -7.791006e-10
340           	-1.413751e-09 3.134270e-08 -7.824068e-10
360           	-1.286704e-09 3.261196e-08 -7.908699e-10
380           	-1.162256e-09 3.375317e-08 -7.992281e-10
400           	-1.046402e-09 3.478066e-08 -8.010359e-10
420           	-9.480304e-10 3.571582e-08 -7.890056e-10
440           	-8.761126e-10 3.659271e-08 -7.581693e-10
460           	-8.365335e-10 3.746301e-08 -7.045493e-10
480           	-8.312251e-10 3.840251e-08 -6.288107e-10
500           	-8.594583e-10 3.950129e-08 -5.381819e-10
520           	-9.082564e-10 4.080809e-08 -4.488637e-10
540           	-9.568624e-10 4.228045e-08 -3.797219e-10
560           	-9.911674e-10 4.384287e-08 -3.324678e-10
580           	-1.011660e-09 4.542307e-08 -2.938929e-10
600           	-1.020267e-09 4.698314e-08 -2.595499e-10
620           	-1.019401e-09 4.851302e-08 -2.294545e-10
640           	-1.009746e-09 5.001494e-08 -2.036080e-10
660           	-9.930744e-10 5.149139e-08 -1.810690e-10
680           	-9.713336e-10 5.294351e-08 -1.613260e-10
700           	-9.461677e-10 5.437026e-08 -1.446068e-10
720           	-9.186986e-10 5.576940e-08 -1.309762e-10
740           	-8.900768e-10 5.713877e-08 -1.202915e-10
760           	-8.610231e-10 5.847674e-08 -1.122653e-10
780           	-8.319706e-10 5.978226e-08 -1.065193e-10
800           	-8.031686e-10 6.105506e-08 -1.027537e-10
820           	-7.747316e-10 6.229543e-08 -1.009040e-10
840           	-7.466042e-10 6.350411e-08 -1.007083e-10
860           	-7.190421e-10 6.468255e-08 -1.017876e-10
880           	-6.923279e-10 6.583362e-08 -1.041396e-10
900           	-6.663065e-10 6.696134e-08 -1.072308e-10
920           	-6.408925e-10 6.807041e-08 -1.101164e-10
940           	-6.162305e-10 6.916631e-08 -1.124581e-10
960           	-5.923282e-10 7.025529e-08 -1.140814e-10
980           	-5.689561e-10 7.134352e-08 -1.142843e-10
1000          	-5.458168e-10 7.243566e-08 -1.126267e-10
1020          	-5.230118e-10 7.353360e-08 -1.093732e-10
