# Region      : cellZone cz_solid_86
# Cells       : 2025
# Volume      : 2.142813e-03
# Time        	volIntegrate(U)
20            	(-5.380766e-10 -1.309322e-09 5.269493e-10)
40            	(-1.286436e-09 -2.069310e-09 7.868653e-10)
60            	(-2.020595e-09 -2.519438e-09 9.789463e-10)
80            	(-2.783456e-09 -2.488547e-09 1.180025e-09)
100           	(-3.501590e-09 -1.977586e-09 1.397934e-09)
120           	(-4.163941e-09 -1.032830e-09 1.628496e-09)
140           	(-5.369808e-09 4.381522e-10 2.045563e-09)
160           	(-5.676495e-09 2.533310e-09 2.209667e-09)
180           	(-5.718500e-09 5.101082e-09 2.489757e-09)
200           	(-5.489731e-09 8.035549e-09 2.791994e-09)
220           	(-4.961858e-09 1.120222e-08 3.105569e-09)
240           	(-4.120192e-09 1.445437e-08 3.445190e-09)
260           	(-2.968079e-09 1.764767e-08 3.846903e-09)
280           	(-1.599891e-09 2.070131e-08 4.353322e-09)
300           	(-1.837063e-10 2.344727e-08 4.920444e-09)
320           	(1.099429e-09 2.547300e-08 5.432086e-09)
340           	(2.092009e-09 2.640189e-08 5.784323e-09)
360           	(2.715409e-09 2.627086e-08 5.955242e-09)
380           	(3.060649e-09 2.540472e-08 6.008170e-09)
400           	(3.267746e-09 2.415183e-08 6.032637e-09)
420           	(3.416113e-09 2.277165e-08 6.073753e-09)
440           	(3.544313e-09 2.139375e-08 6.138381e-09)
460           	(3.671207e-09 2.005073e-08 6.217494e-09)
480           	(3.802885e-09 1.872653e-08 6.299089e-09)
500           	(3.935122e-09 1.738983e-08 6.373514e-09)
520           	(4.056067e-09 1.600736e-08 6.436157e-09)
540           	(4.157432e-09 1.455780e-08 6.485465e-09)
560           	(4.237482e-09 1.302924e-08 6.523898e-09)
580           	(4.300150e-09 1.141739e-08 6.552875e-09)
600           	(4.352207e-09 9.727826e-09 6.574938e-09)
620           	(4.398588e-09 7.973436e-09 6.591656e-09)
640           	(4.440360e-09 6.169053e-09 6.603811e-09)
660           	(4.476239e-09 4.327076e-09 6.610539e-09)
680           	(4.507134e-09 2.458312e-09 6.612729e-09)
700           	(4.530844e-09 5.648516e-10 6.612657e-09)
720           	(4.544705e-09 -1.357565e-09 6.608935e-09)
740           	(4.554654e-09 -3.305426e-09 6.600815e-09)
760           	(4.567574e-09 -5.266430e-09 6.594130e-09)
780           	(4.578056e-09 -7.238021e-09 6.590523e-09)
800           	(4.582138e-09 -9.224925e-09 6.585881e-09)
820           	(4.582917e-09 -1.123054e-08 6.578862e-09)
840           	(4.585322e-09 -1.325268e-08 6.571740e-09)
860           	(4.589682e-09 -1.528958e-08 6.565389e-09)
880           	(4.595561e-09 -1.734155e-08 6.559018e-09)
900           	(4.603158e-09 -1.940993e-08 6.552785e-09)
920           	(4.611671e-09 -2.149634e-08 6.546952e-09)
940           	(4.619776e-09 -2.360266e-08 6.541283e-09)
960           	(4.626691e-09 -2.573058e-08 6.535475e-09)
980           	(4.632477e-09 -2.788053e-08 6.529458e-09)
1000          	(4.637318e-09 -3.005170e-08 6.523416e-09)
1020          	(4.641484e-09 -3.224277e-08 6.517566e-09)
