# Region      : cellZone cz_solid_68
# Cells       : 1727
# Volume      : 2.143124e-03
# Time        	volIntegrateU
20            	-7.531839e-10 -5.052403e-09 1.293329e-09
40            	-1.400200e-09 -8.568114e-09 1.922680e-09
60            	-2.076548e-09 -1.187839e-08 2.528310e-09
80            	-2.787516e-09 -1.516062e-08 3.174425e-09
100           	-3.490784e-09 -1.866467e-08 3.816954e-09
120           	-4.176569e-09 -2.264818e-08 4.458266e-09
140           	-4.827004e-09 -2.731266e-08 5.059041e-09
160           	-6.333242e-09 -3.336607e-08 6.279932e-09
180           	-6.301694e-09 -3.966886e-08 6.322578e-09
200           	-6.252358e-09 -4.613649e-08 6.364089e-09
220           	-5.909002e-09 -5.245009e-08 6.281468e-09
240           	-5.235522e-09 -5.846439e-08 6.103167e-09
260           	-4.313783e-09 -6.424032e-08 5.832710e-09
280           	-3.220181e-09 -6.993582e-08 5.466952e-09
300           	-2.009771e-09 -7.574206e-08 5.032190e-09
320           	-8.090691e-10 -8.186634e-08 4.569472e-09
340           	2.707932e-10 -8.846477e-08 4.153064e-09
360           	1.130464e-09 -9.560965e-08 3.861209e-09
380           	1.676160e-09 -1.032235e-07 3.721266e-09
400           	1.927486e-09 -1.110463e-07 3.696584e-09
420           	1.994113e-09 -1.187876e-07 3.730442e-09
440           	1.991416e-09 -1.262535e-07 3.782790e-09
460           	1.989967e-09 -1.333611e-07 3.833001e-09
480           	2.017568e-09 -1.400925e-07 3.872758e-09
500           	2.074789e-09 -1.464578e-07 3.900656e-09
520           	2.153055e-09 -1.524777e-07 3.918058e-09
540           	2.242884e-09 -1.581798e-07 3.926495e-09
560           	2.337987e-09 -1.635960e-07 3.926945e-09
580           	2.435185e-09 -1.687595e-07 3.919542e-09
600           	2.533188e-09 -1.737029e-07 3.904401e-09
620           	2.631825e-09 -1.784565e-07 3.882413e-09
640           	2.732390e-09 -1.830475e-07 3.854266e-09
660           	2.836094e-09 -1.875001e-07 3.820932e-09
680           	2.943403e-09 -1.918372e-07 3.783953e-09
700           	3.053417e-09 -1.960783e-07 3.746117e-09
720           	3.164225e-09 -2.002373e-07 3.711446e-09
740           	3.273844e-09 -2.043219e-07 3.683769e-09
760           	3.375558e-09 -2.083446e-07 3.665901e-09
780           	3.459860e-09 -2.123164e-07 3.657529e-09
800           	3.530359e-09 -2.162307e-07 3.653733e-09
820           	3.590077e-09 -2.200940e-07 3.648113e-09
840           	3.647598e-09 -2.239300e-07 3.636575e-09
860           	3.710154e-09 -2.277644e-07 3.618305e-09
880           	3.776994e-09 -2.316148e-07 3.594977e-09
900           	3.844547e-09 -2.354870e-07 3.568740e-09
920           	3.909907e-09 -2.393790e-07 3.541605e-09
940           	3.971711e-09 -2.432850e-07 3.514871e-09
960           	4.029836e-09 -2.471988e-07 3.489192e-09
980           	4.084561e-09 -2.511153e-07 3.464775e-09
1000          	4.136295e-09 -2.550310e-07 3.441631e-09
1020          	4.185495e-09 -2.589441e-07 3.419825e-09
1040          	4.232404e-09 -2.628533e-07 3.399438e-09
1060          	4.277128e-09 -2.667581e-07 3.380550e-09
1080          	4.319690e-09 -2.706584e-07 3.363140e-09
1100          	4.359723e-09 -2.745543e-07 3.347479e-09
1120          	4.397050e-09 -2.784454e-07 3.333897e-09
1140          	4.431844e-09 -2.823309e-07 3.322378e-09
