# Region type : faceZone fz_solid_55
# Faces  :    1648
# Area   :    1.016943e-01
# Time        	sum(phi)
20            	2.520162e-05
40            	1.296624e-05
60            	-5.113523e-06
80            	-1.758154e-05
100           	-2.175431e-05
120           	-2.375514e-05
140           	-2.669551e-05
160           	-2.648312e-05
180           	-2.527503e-05
200           	-2.410455e-05
220           	-2.231748e-05
240           	-1.998562e-05
260           	-1.754755e-05
280           	-1.502691e-05
300           	-1.246575e-05
320           	-9.926456e-06
340           	-7.384399e-06
360           	-4.867994e-06
380           	-2.371639e-06
400           	6.095427e-08
420           	2.388637e-06
440           	4.698137e-06
460           	6.958281e-06
480           	9.199326e-06
500           	1.134960e-05
520           	1.333581e-05
540           	1.497392e-05
560           	1.641243e-05
580           	1.779313e-05
600           	1.903236e-05
620           	1.994757e-05
640           	2.050753e-05
660           	2.077960e-05
680           	2.087239e-05
700           	2.083748e-05
720           	2.075090e-05
740           	2.062149e-05
760           	2.041960e-05
780           	2.018938e-05
800           	1.992246e-05
820           	1.960247e-05
840           	1.923791e-05
860           	1.884270e-05
880           	1.841035e-05
900           	1.799203e-05
920           	1.762789e-05
940           	1.732088e-05
960           	1.704395e-05
980           	1.677367e-05
1000          	1.648639e-05
1020          	1.616000e-05
