# Region type : faceZone fz_solid_16
# Faces  :    1833
# Area   :    1.017251e-01
# Time        	sum(phi)
20            	4.127031e-05
40            	3.521293e-05
60            	2.881657e-05
80            	2.533894e-05
100           	2.219519e-05
120           	1.962487e-05
140           	2.148587e-05
160           	1.910597e-05
180           	2.063289e-05
200           	2.352062e-05
220           	2.692371e-05
240           	3.015081e-05
260           	3.359829e-05
280           	3.584926e-05
300           	3.988730e-05
320           	4.598425e-05
340           	5.229037e-05
360           	5.903038e-05
380           	6.688177e-05
400           	7.189784e-05
420           	6.555485e-05
440           	5.120186e-05
460           	3.928021e-05
480           	3.296876e-05
500           	3.266361e-05
520           	3.948833e-05
540           	4.912440e-05
560           	5.820037e-05
580           	6.617887e-05
600           	7.355605e-05
620           	8.096431e-05
640           	8.959164e-05
660           	1.008682e-04
680           	1.158861e-04
700           	1.355109e-04
720           	1.593245e-04
740           	1.858238e-04
760           	2.126046e-04
780           	2.388138e-04
800           	2.636958e-04
820           	2.864480e-04
840           	3.060657e-04
860           	3.236587e-04
880           	3.406117e-04
900           	3.569705e-04
920           	3.736359e-04
940           	3.912688e-04
960           	4.095572e-04
980           	4.298408e-04
1000          	4.509166e-04
1020          	4.712029e-04
1040          	4.908055e-04
1060          	5.084860e-04
1080          	5.218444e-04
1100          	5.287899e-04
1120          	5.335525e-04
1140          	5.402141e-04
1160          	5.566662e-04
1180          	5.781881e-04
1200          	5.993151e-04
1220          	6.218586e-04
1240          	6.470398e-04
1260          	6.698533e-04
1280          	7.803308e-04
1300          	6.803693e-04
1320          	6.340400e-04
1340          	5.400243e-04
1360          	5.550068e-04
1380          	3.264533e-03
1400          	3.168174e-03
1420          	1.974652e-02
1440          	-2.716334e-02
1460          	1.309816e-01
1480          	2.589577e-01
1500          	6.330183e-01
