# Region type : faceZone fz_solid_3
# Faces  :    1682
# Area   :    1.016489e-01
# Time        	sum(phi)
20            	-2.247694e-06
40            	3.481835e-07
60            	1.913330e-06
80            	3.897770e-06
100           	5.998106e-06
120           	8.220530e-06
140           	1.042179e-05
160           	1.304739e-05
180           	1.463261e-05
200           	1.475954e-05
220           	1.338473e-05
240           	9.832151e-06
260           	3.049937e-06
280           	-8.589344e-06
300           	-2.540619e-05
320           	-4.672749e-05
340           	-7.109355e-05
360           	-9.735419e-05
380           	-1.255379e-04
400           	-1.554321e-04
420           	-1.864208e-04
440           	-2.124065e-04
460           	-2.274023e-04
480           	-2.342218e-04
500           	-2.391111e-04
520           	-2.450660e-04
540           	-2.533252e-04
560           	-2.624158e-04
580           	-2.699791e-04
600           	-2.753502e-04
620           	-2.789215e-04
640           	-2.816609e-04
