# Region type : faceZone fz_solid_81
# Faces  :    1731
# Area   :    1.016527e-01
# Time        	sum(phi)
20            	-2.333090e-05
40            	-1.880814e-05
60            	-1.282919e-05
80            	-7.415536e-06
100           	-3.985063e-06
120           	-3.416465e-06
140           	-5.527898e-06
160           	-9.473549e-06
180           	-1.528029e-05
200           	-2.161801e-05
220           	-2.852869e-05
240           	-3.531834e-05
260           	-3.889844e-05
280           	-3.594372e-05
300           	-2.604763e-05
320           	-8.418061e-06
340           	1.220516e-05
360           	3.377032e-05
380           	6.146389e-05
400           	8.524605e-05
420           	8.708280e-05
440           	7.230069e-05
460           	5.684572e-05
480           	4.169137e-05
500           	2.762797e-05
520           	1.630490e-05
540           	8.850313e-06
560           	2.886239e-06
580           	-1.807337e-06
600           	-4.979724e-06
620           	-7.521628e-06
640           	-1.064182e-05
660           	-1.414576e-05
680           	-1.816628e-05
700           	-2.213943e-05
720           	-2.495595e-05
740           	-2.632633e-05
760           	-2.641353e-05
780           	-2.549099e-05
800           	-2.422841e-05
820           	-2.290956e-05
840           	-2.149736e-05
860           	-2.004969e-05
880           	-1.874478e-05
900           	-1.762641e-05
