# Region      : cellZone cz_solid_68
# Cells       : 1434
# Volume      : 2.139249e-03
# Time        	volIntegrateU
20            	-8.383965e-10 -3.851100e-09 1.407629e-09
40            	-1.585886e-09 -6.998179e-09 2.092068e-09
60            	-2.317439e-09 -1.016150e-08 2.767381e-09
80            	-3.060906e-09 -1.341359e-08 3.468165e-09
100           	-3.777144e-09 -1.703944e-08 4.157520e-09
120           	-4.442849e-09 -2.129886e-08 4.803986e-09
140           	-6.005148e-09 -2.682716e-08 6.093938e-09
160           	-5.916090e-09 -3.286869e-08 6.193688e-09
180           	-5.902858e-09 -3.928250e-08 6.312828e-09
200           	-5.601718e-09 -4.572707e-08 6.275992e-09
220           	-4.955257e-09 -5.192862e-08 6.082671e-09
240           	-4.003904e-09 -5.775415e-08 5.746300e-09
260           	-2.782610e-09 -6.321186e-08 5.323433e-09
280           	-1.362290e-09 -6.849188e-08 4.887858e-09
300           	4.057072e-11 -7.394781e-08 4.468211e-09
320           	1.220093e-09 -7.991754e-08 4.101868e-09
340           	2.066912e-09 -8.649384e-08 3.833990e-09
360           	2.553881e-09 -9.347669e-08 3.687824e-09
380           	2.759029e-09 -1.005327e-07 3.642440e-09
400           	2.813688e-09 -1.073862e-07 3.657309e-09
420           	2.827842e-09 -1.138942e-07 3.699059e-09
440           	2.859977e-09 -1.200092e-07 3.746854e-09
460           	2.925745e-09 -1.257351e-07 3.790194e-09
480           	3.018459e-09 -1.311008e-07 3.825463e-09
500           	3.126119e-09 -1.361454e-07 3.851856e-09
520           	3.239692e-09 -1.409112e-07 3.869573e-09
540           	3.354726e-09 -1.454377e-07 3.878260e-09
560           	3.469865e-09 -1.497593e-07 3.877867e-09
580           	3.585964e-09 -1.539063e-07 3.868514e-09
600           	3.703585e-09 -1.579042e-07 3.851573e-09
620           	3.823514e-09 -1.617731e-07 3.828852e-09
640           	3.945623e-09 -1.655289e-07 3.802814e-09
660           	4.067917e-09 -1.691841e-07 3.777104e-09
680           	4.188184e-09 -1.727444e-07 3.755759e-09
700           	4.303223e-09 -1.762104e-07 3.741845e-09
720           	4.407814e-09 -1.795856e-07 3.735561e-09
740           	4.498412e-09 -1.828775e-07 3.734126e-09
760           	4.576634e-09 -1.860964e-07 3.732597e-09
780           	4.648428e-09 -1.892617e-07 3.727234e-09
800           	4.719804e-09 -1.923989e-07 3.716818e-09
820           	4.791968e-09 -1.955265e-07 3.701612e-09
840           	4.864178e-09 -1.986521e-07 3.682809e-09
860           	4.935704e-09 -2.017755e-07 3.662356e-09
880           	5.005024e-09 -2.048926e-07 3.641901e-09
900           	5.070647e-09 -2.079986e-07 3.622770e-09
920           	5.131711e-09 -2.110888e-07 3.605531e-09
940           	5.188033e-09 -2.141601e-07 3.590387e-09
960           	5.239892e-09 -2.172113e-07 3.577105e-09
980           	5.287716e-09 -2.202425e-07 3.565343e-09
1000          	5.331929e-09 -2.232548e-07 3.554893e-09
1020          	5.372893e-09 -2.262494e-07 3.545807e-09
