# Region type : faceZone fz_solid_87
# Faces  :    1651
# Area   :    1.017007e-01
# Time        	sum(phi)
20            	1.296434e-05
40            	4.195152e-05
60            	7.812415e-05
80            	1.212002e-04
100           	1.701450e-04
120           	2.219617e-04
140           	2.907864e-04
160           	3.408925e-04
180           	4.157641e-04
200           	4.877227e-04
220           	5.504609e-04
240           	6.239849e-04
260           	7.383761e-04
280           	8.975925e-04
300           	1.059777e-03
320           	1.184030e-03
340           	1.254145e-03
360           	1.285274e-03
380           	1.310418e-03
400           	1.347360e-03
420           	1.395884e-03
440           	1.452418e-03
460           	1.508675e-03
480           	1.557511e-03
500           	1.601089e-03
520           	1.643405e-03
540           	1.684286e-03
560           	1.724695e-03
580           	1.762632e-03
600           	1.797841e-03
620           	1.830837e-03
640           	1.860803e-03
660           	1.887630e-03
680           	1.913519e-03
700           	1.938866e-03
720           	1.961305e-03
740           	1.981568e-03
760           	2.002146e-03
780           	2.023247e-03
800           	2.043267e-03
820           	2.061696e-03
840           	2.078820e-03
860           	2.094928e-03
880           	2.110018e-03
900           	2.124175e-03
