# Region      : cellZone cz_solid_28
# Cells       : 1548
# Volume      : 2.139534e-03
# Time        	volIntegrate(U)
20            	(-2.719929e-09 -6.696578e-09 2.379896e-09)
40            	(-2.923730e-09 -1.188019e-08 2.665010e-09)
60            	(-3.277646e-09 -1.681530e-08 3.002390e-09)
80            	(-3.633285e-09 -2.148813e-08 3.335428e-09)
100           	(-3.980127e-09 -2.609868e-08 3.652268e-09)
120           	(-4.312296e-09 -3.084157e-08 3.939325e-09)
140           	(-4.865474e-09 -3.621629e-08 4.296267e-09)
160           	(-5.120439e-09 -4.203459e-08 4.504751e-09)
180           	(-5.347924e-09 -4.841240e-08 4.624080e-09)
200           	(-5.507561e-09 -5.533918e-08 4.659930e-09)
220           	(-5.566122e-09 -6.275936e-08 4.597100e-09)
240           	(-5.496699e-09 -7.058849e-08 4.430490e-09)
260           	(-5.279201e-09 -7.872387e-08 4.168794e-09)
280           	(-4.923096e-09 -8.706634e-08 3.832232e-09)
300           	(-4.459785e-09 -9.552672e-08 3.428872e-09)
320           	(-3.906530e-09 -1.040570e-07 2.987059e-09)
340           	(-3.274165e-09 -1.126654e-07 2.578548e-09)
360           	(-2.623497e-09 -1.213758e-07 2.276438e-09)
380           	(-2.045283e-09 -1.301702e-07 2.103943e-09)
400           	(-1.607590e-09 -1.389766e-07 2.034437e-09)
420           	(-1.326030e-09 -1.476992e-07 2.025409e-09)
440           	(-1.172588e-09 -1.562588e-07 2.044926e-09)
460           	(-1.104445e-09 -1.646130e-07 2.075155e-09)
480           	(-1.084672e-09 -1.727484e-07 2.105806e-09)
500           	(-1.086458e-09 -1.806672e-07 2.129585e-09)
520           	(-1.092845e-09 -1.883778e-07 2.142636e-09)
540           	(-1.093280e-09 -1.958911e-07 2.142779e-09)
560           	(-1.082214e-09 -2.032191e-07 2.129198e-09)
580           	(-1.056822e-09 -2.103750e-07 2.102532e-09)
600           	(-1.015703e-09 -2.173716e-07 2.064258e-09)
620           	(-9.584529e-10 -2.242208e-07 2.016293e-09)
640           	(-8.863009e-10 -2.309304e-07 1.961567e-09)
660           	(-8.015244e-10 -2.375013e-07 1.904170e-09)
680           	(-7.074857e-10 -2.439238e-07 1.849406e-09)
700           	(-6.083077e-10 -2.501748e-07 1.802713e-09)
720           	(-5.083872e-10 -2.562187e-07 1.767691e-09)
740           	(-4.104936e-10 -2.620143e-07 1.744737e-09)
760           	(-3.140848e-10 -2.675257e-07 1.732083e-09)
780           	(-2.164173e-10 -2.727343e-07 1.727274e-09)
800           	(-1.152306e-10 -2.776395e-07 1.726257e-09)
820           	(-8.050492e-12 -2.822576e-07 1.723460e-09)
840           	(1.105806e-10 -2.866270e-07 1.721289e-09)
860           	(2.368053e-10 -2.907953e-07 1.723772e-09)
880           	(3.563293e-10 -2.948004e-07 1.731016e-09)
900           	(4.577745e-10 -2.986664e-07 1.743356e-09)
920           	(5.328160e-10 -3.024000e-07 1.757998e-09)
940           	(5.793678e-10 -3.059974e-07 1.769466e-09)
960           	(6.058726e-10 -3.094618e-07 1.773287e-09)
980           	(6.226881e-10 -3.128134e-07 1.765762e-09)
