# Region      : cellZone cz_solid_89
# Cells       : 2053
# Volume      : 2.143107e-03
# Time        	volIntegrateU
20            	-1.512750e-10 -1.655869e-09 1.878958e-09
40            	-7.954385e-10 -2.924985e-09 2.966114e-09
60            	-1.413319e-09 -3.738422e-09 4.100797e-09
80            	-2.013554e-09 -3.844435e-09 5.244459e-09
100           	-2.569798e-09 -3.106669e-09 6.299229e-09
120           	-3.035149e-09 -1.385339e-09 7.168902e-09
140           	-4.140778e-09 1.574335e-09 8.704505e-09
160           	-3.370566e-09 5.994612e-09 8.206346e-09
180           	-2.798813e-09 1.083978e-08 7.844120e-09
200           	-1.958598e-09 1.560286e-08 7.198106e-09
220           	-8.001461e-10 2.018247e-08 6.193696e-09
240           	5.763517e-10 2.444604e-08 4.848895e-09
260           	1.913504e-09 2.748891e-08 3.362959e-09
280           	2.964826e-09 2.871056e-08 2.047669e-09
300           	3.717871e-09 2.856085e-08 1.113304e-09
320           	4.169967e-09 2.774458e-08 5.815531e-10
340           	4.364541e-09 2.660090e-08 3.539524e-10
360           	4.461094e-09 2.527486e-08 2.903950e-10
380           	4.603192e-09 2.389295e-08 2.719305e-10
400           	4.831648e-09 2.253729e-08 2.471129e-10
420           	5.125051e-09 2.122253e-08 2.078887e-10
440           	5.439077e-09 1.990538e-08 1.653048e-10
460           	5.737421e-09 1.852444e-08 1.286867e-10
480           	6.002453e-09 1.704334e-08 9.857857e-11
500           	6.233417e-09 1.546229e-08 7.068013e-11
520           	6.434457e-09 1.380010e-08 4.111753e-11
540           	6.610126e-09 1.207932e-08 6.752199e-12
560           	6.762926e-09 1.031804e-08 -3.496642e-11
580           	6.894532e-09 8.526034e-09 -8.474733e-11
600           	7.008107e-09 6.711594e-09 -1.391373e-10
620           	7.106849e-09 4.876027e-09 -1.910679e-10
640           	7.190284e-09 3.015102e-09 -2.357830e-10
660           	7.262116e-09 1.143115e-09 -2.727020e-10
680           	7.328499e-09 -7.080918e-10 -2.974894e-10
700           	7.383861e-09 -2.530801e-09 -3.056870e-10
720           	7.424021e-09 -4.339357e-09 -3.038861e-10
740           	7.453082e-09 -6.145132e-09 -3.014693e-10
760           	7.476655e-09 -7.950660e-09 -3.023661e-10
780           	7.495462e-09 -9.760929e-09 -3.069309e-10
800           	7.511821e-09 -1.158149e-08 -3.167197e-10
820           	7.529866e-09 -1.341557e-08 -3.323168e-10
840           	7.551285e-09 -1.526553e-08 -3.517023e-10
860           	7.575016e-09 -1.713442e-08 -3.723927e-10
880           	7.599356e-09 -1.902454e-08 -3.928091e-10
900           	7.623167e-09 -2.093681e-08 -4.122416e-10
920           	7.645599e-09 -2.287080e-08 -4.304874e-10
940           	7.665919e-09 -2.482562e-08 -4.475811e-10
960           	7.683851e-09 -2.680015e-08 -4.636842e-10
980           	7.699314e-09 -2.879318e-08 -4.789197e-10
1000          	7.712477e-09 -3.080290e-08 -4.933270e-10
1020          	7.723752e-09 -3.282688e-08 -5.069897e-10
