# Region type : faceZone fz_solid_7
# Faces  :    1641
# Area   :    1.016712e-01
# Time        	sum(phi)
20            	3.098391e-05
40            	4.487990e-05
60            	6.225804e-05
80            	8.061277e-05
100           	1.001693e-04
120           	1.210821e-04
140           	1.455860e-04
160           	1.721909e-04
180           	2.031385e-04
200           	2.399202e-04
220           	2.827470e-04
240           	3.302377e-04
260           	3.793129e-04
280           	4.252532e-04
300           	4.652305e-04
320           	4.992118e-04
340           	5.265118e-04
360           	5.428664e-04
380           	5.414126e-04
400           	5.197133e-04
420           	4.898686e-04
440           	4.628301e-04
460           	4.419671e-04
480           	4.260541e-04
500           	4.134907e-04
520           	4.037120e-04
540           	3.964622e-04
560           	3.916121e-04
580           	3.888735e-04
600           	3.875250e-04
620           	3.870283e-04
640           	3.865369e-04
660           	3.852442e-04
680           	3.826440e-04
700           	3.782005e-04
720           	3.716199e-04
740           	3.634563e-04
760           	3.546649e-04
780           	3.461271e-04
800           	3.397549e-04
820           	3.359236e-04
840           	3.342681e-04
860           	3.333273e-04
880           	3.298753e-04
900           	3.238449e-04
920           	3.174078e-04
940           	3.119948e-04
960           	3.092108e-04
980           	3.116753e-04
