# Region      : cellZone cz_solid_31
# Cells       : 2192
# Volume      : 2.141661e-03
# Time        	volIntegrate(U)
20            	(3.588309e-10 -1.010420e-08 5.165700e-09)
40            	(3.423494e-10 -1.809232e-08 5.498663e-09)
60            	(2.641625e-10 -2.559898e-08 5.971753e-09)
80            	(1.581343e-10 -3.257832e-08 6.410671e-09)
100           	(1.395222e-11 -3.918792e-08 6.768875e-09)
120           	(-1.825354e-10 -4.556888e-08 7.003691e-09)
140           	(-6.439746e-10 -5.180201e-08 6.895488e-09)
160           	(-1.011661e-09 -5.786244e-08 6.795590e-09)
180           	(-1.460075e-09 -6.356155e-08 6.274629e-09)
200           	(-1.966943e-09 -6.857499e-08 5.344128e-09)
220           	(-2.447622e-09 -7.252814e-08 3.978185e-09)
240           	(-2.718328e-09 -7.525537e-08 2.295111e-09)
260           	(-2.575226e-09 -7.712726e-08 6.381682e-10)
280           	(-2.089195e-09 -7.891022e-08 -6.127597e-10)
300           	(-1.531880e-09 -8.123739e-08 -1.365185e-09)
320           	(-1.071083e-09 -8.436631e-08 -1.727300e-09)
340           	(-7.336062e-10 -8.821909e-08 -1.836588e-09)
360           	(-4.888157e-10 -9.255398e-08 -1.794088e-09)
380           	(-3.067620e-10 -9.710862e-08 -1.658265e-09)
400           	(-1.707019e-10 -1.016583e-07 -1.469335e-09)
420           	(-7.177779e-11 -1.060308e-07 -1.254666e-09)
440           	(-1.529213e-12 -1.101062e-07 -1.036000e-09)
460           	(4.811482e-11 -1.138163e-07 -8.275410e-10)
480           	(8.480509e-11 -1.171355e-07 -6.390656e-10)
500           	(1.156949e-10 -1.200707e-07 -4.746258e-10)
520           	(1.457331e-10 -1.226528e-07 -3.329462e-10)
540           	(1.770411e-10 -1.249260e-07 -2.077700e-10)
560           	(2.097014e-10 -1.269372e-07 -9.096798e-11)
580           	(2.433119e-10 -1.287283e-07 2.530340e-11)
600           	(2.758031e-10 -1.303361e-07 1.479049e-10)
620           	(3.041906e-10 -1.317924e-07 2.818179e-10)
640           	(3.253705e-10 -1.331229e-07 4.279393e-10)
660           	(3.367614e-10 -1.343452e-07 5.825391e-10)
680           	(3.379197e-10 -1.354681e-07 7.399212e-10)
700           	(3.289855e-10 -1.364885e-07 8.936236e-10)
720           	(3.102265e-10 -1.373831e-07 1.035653e-09)
740           	(2.841289e-10 -1.380988e-07 1.152749e-09)
760           	(2.561358e-10 -1.385722e-07 1.237770e-09)
780           	(2.232055e-10 -1.387746e-07 1.295441e-09)
800           	(1.786512e-10 -1.387107e-07 1.331855e-09)
820           	(1.246208e-10 -1.384039e-07 1.348004e-09)
840           	(6.821322e-11 -1.378960e-07 1.346309e-09)
860           	(2.011141e-11 -1.372386e-07 1.328513e-09)
880           	(-1.148992e-11 -1.364831e-07 1.298018e-09)
900           	(-2.648382e-11 -1.356776e-07 1.261012e-09)
920           	(-2.866689e-11 -1.348596e-07 1.222103e-09)
940           	(-2.292260e-11 -1.340528e-07 1.184555e-09)
960           	(-1.332265e-11 -1.332730e-07 1.149723e-09)
980           	(-1.660295e-12 -1.325319e-07 1.116242e-09)
1000          	(1.136894e-11 -1.318376e-07 1.083154e-09)
1020          	(2.441246e-11 -1.311960e-07 1.053227e-09)
