# Region type : faceZone fz_solid_77
# Faces  :    1526
# Area   :    1.016756e-01
# Time        	sum(phi)
20            	5.906829e-05
40            	1.064943e-04
60            	5.446453e-05
80            	1.649949e-05
100           	7.094179e-06
120           	3.399195e-06
140           	-2.091489e-07
160           	-1.998886e-06
180           	-3.953912e-06
200           	-5.095832e-06
220           	-5.656563e-06
240           	-5.700708e-06
260           	-5.323220e-06
280           	-4.673322e-06
300           	-3.806500e-06
320           	-2.808454e-06
340           	-1.710132e-06
360           	-5.446286e-07
380           	6.339441e-07
400           	1.752839e-06
420           	2.683362e-06
440           	3.184358e-06
460           	3.023363e-06
480           	2.063007e-06
500           	3.848543e-07
520           	-1.754712e-06
540           	-3.979188e-06
560           	-5.864827e-06
580           	-7.108520e-06
600           	-7.600714e-06
620           	-7.384013e-06
640           	-6.484336e-06
660           	-5.014248e-06
680           	-3.027940e-06
700           	-6.004108e-07
720           	2.189591e-06
740           	5.159216e-06
760           	8.082807e-06
780           	1.081316e-05
800           	1.306033e-05
820           	1.468456e-05
840           	1.582693e-05
860           	1.676537e-05
880           	1.794513e-05
900           	1.962763e-05
920           	2.160039e-05
940           	2.285053e-05
960           	2.182083e-05
980           	1.699225e-05
1000          	8.599547e-06
1020          	-5.046784e-07
