# Region      : cellZone cz_solid_9
# Cells       : 2083
# Volume      : 2.142916e-03
# Time        	volIntegrateU
20            	-3.095619e-09 -4.508694e-09 4.576348e-09
40            	-3.014322e-09 -8.147374e-09 4.573371e-09
60            	-3.126797e-09 -1.188531e-08 4.805140e-09
80            	-3.260253e-09 -1.584138e-08 5.053047e-09
100           	-3.411344e-09 -2.007968e-08 5.310163e-09
120           	-3.569776e-09 -2.463765e-08 5.551638e-09
140           	-3.715365e-09 -2.953260e-08 5.695754e-09
160           	-3.996303e-09 -3.475564e-08 5.993553e-09
180           	-4.223316e-09 -4.033548e-08 6.168975e-09
200           	-4.456117e-09 -4.617574e-08 6.290195e-09
220           	-4.677519e-09 -5.218220e-08 6.334582e-09
240           	-4.874390e-09 -5.826019e-08 6.285367e-09
260           	-5.032623e-09 -6.431025e-08 6.125256e-09
280           	-5.138937e-09 -7.024886e-08 5.842598e-09
300           	-5.174475e-09 -7.603242e-08 5.433725e-09
320           	-5.113346e-09 -8.165498e-08 4.911919e-09
340           	-4.936412e-09 -8.715320e-08 4.326260e-09
360           	-4.647151e-09 -9.262200e-08 3.753406e-09
380           	-4.283477e-09 -9.813476e-08 3.257693e-09
400           	-3.902662e-09 -1.036224e-07 2.857628e-09
420           	-3.545971e-09 -1.089077e-07 2.534667e-09
440           	-3.236211e-09 -1.138495e-07 2.271750e-09
460           	-2.978313e-09 -1.184064e-07 2.057095e-09
480           	-2.770326e-09 -1.226149e-07 1.886178e-09
500           	-2.605152e-09 -1.265430e-07 1.752689e-09
520           	-2.477179e-09 -1.302609e-07 1.650982e-09
540           	-2.377800e-09 -1.338230e-07 1.570081e-09
560           	-2.299740e-09 -1.372634e-07 1.501663e-09
580           	-2.234372e-09 -1.406014e-07 1.436858e-09
600           	-2.174079e-09 -1.438481e-07 1.370439e-09
620           	-2.111307e-09 -1.470104e-07 1.300713e-09
640           	-2.040211e-09 -1.500936e-07 1.228747e-09
660           	-1.956576e-09 -1.531022e-07 1.158505e-09
680           	-1.859272e-09 -1.560392e-07 1.096656e-09
700           	-1.750318e-09 -1.589053e-07 1.051223e-09
720           	-1.635204e-09 -1.616980e-07 1.029082e-09
740           	-1.521208e-09 -1.644081e-07 1.032183e-09
760           	-1.416555e-09 -1.670194e-07 1.059430e-09
780           	-1.328374e-09 -1.695110e-07 1.105402e-09
800           	-1.260635e-09 -1.718621e-07 1.161182e-09
820           	-1.214055e-09 -1.740583e-07 1.217943e-09
840           	-1.183852e-09 -1.760934e-07 1.267478e-09
860           	-1.161146e-09 -1.779696e-07 1.303268e-09
880           	-1.135348e-09 -1.796944e-07 1.324569e-09
900           	-1.099102e-09 -1.812826e-07 1.337623e-09
920           	-1.057666e-09 -1.827541e-07 1.349683e-09
940           	-1.020713e-09 -1.841221e-07 1.361516e-09
960           	-9.897697e-10 -1.853879e-07 1.373351e-09
980           	-9.621302e-10 -1.865436e-07 1.385462e-09
1000          	-9.343564e-10 -1.875690e-07 1.397979e-09
1020          	-9.009571e-10 -1.884254e-07 1.409375e-09
1040          	-8.550392e-10 -1.890594e-07 1.418947e-09
1060          	-8.031275e-10 -1.894299e-07 1.417470e-09
1080          	-7.765646e-10 -1.895571e-07 1.402730e-09
1100          	-7.714613e-10 -1.894841e-07 1.388919e-09
