# Region      : cellZone cz_solid_50
# Cells       : 1993
# Volume      : 2.144920e-03
# Time        	volIntegrateU
20            	-1.593089e-10 -7.836949e-09 2.881209e-09
40            	-4.632891e-10 -1.395019e-08 3.781691e-09
60            	-7.744725e-10 -1.988879e-08 4.647620e-09
80            	-1.098431e-09 -2.584858e-08 5.480212e-09
100           	-1.424294e-09 -3.210029e-08 6.215453e-09
120           	-1.749066e-09 -3.891889e-08 6.797496e-09
140           	-2.441396e-09 -4.689630e-08 7.520281e-09
160           	-2.807609e-09 -5.574491e-08 7.450987e-09
180           	-3.112781e-09 -6.461129e-08 6.986324e-09
200           	-3.363449e-09 -7.328647e-08 6.062683e-09
220           	-3.494085e-09 -8.143746e-08 4.666479e-09
240           	-3.463363e-09 -8.893082e-08 2.866078e-09
260           	-3.112338e-09 -9.595436e-08 9.670579e-10
280           	-2.325539e-09 -1.030031e-07 -5.563577e-10
300           	-1.319801e-09 -1.105299e-07 -1.426590e-09
320           	-4.494383e-10 -1.186253e-07 -1.721096e-09
340           	1.140139e-10 -1.270918e-07 -1.674847e-09
360           	4.068668e-10 -1.356351e-07 -1.477580e-09
380           	5.331458e-10 -1.439857e-07 -1.230475e-09
400           	5.718108e-10 -1.519483e-07 -9.802935e-10
420           	5.650314e-10 -1.593964e-07 -7.528006e-10
440           	5.354185e-10 -1.662650e-07 -5.612121e-10
460           	4.973872e-10 -1.725377e-07 -4.121120e-10
480           	4.599374e-10 -1.782354e-07 -3.052950e-10
500           	4.285624e-10 -1.833990e-07 -2.368805e-10
520           	4.070925e-10 -1.880790e-07 -1.992921e-10
540           	3.971749e-10 -1.923236e-07 -1.850405e-10
560           	3.985271e-10 -1.961721e-07 -1.861037e-10
580           	4.098038e-10 -1.996519e-07 -1.946125e-10
600           	4.293589e-10 -2.027777e-07 -2.025229e-10
620           	4.544644e-10 -2.055528e-07 -2.017014e-10
640           	4.806527e-10 -2.079719e-07 -1.860802e-10
660           	5.026752e-10 -2.100275e-07 -1.537517e-10
680           	5.161836e-10 -2.117163e-07 -1.072961e-10
700           	5.185120e-10 -2.130449e-07 -5.301735e-11
720           	5.108736e-10 -2.140271e-07 1.211813e-12
740           	4.968199e-10 -2.146738e-07 4.818835e-11
760           	4.756327e-10 -2.149862e-07 7.712921e-11
780           	4.502191e-10 -2.149733e-07 7.803050e-11
800           	4.295839e-10 -2.146747e-07 5.325959e-11
820           	4.191560e-10 -2.141534e-07 1.417365e-11
840           	4.161215e-10 -2.134677e-07 -2.987953e-11
860           	4.158629e-10 -2.126576e-07 -7.466310e-11
880           	4.166484e-10 -2.117504e-07 -1.187165e-10
900           	4.187225e-10 -2.107685e-07 -1.607214e-10
920           	4.218978e-10 -2.097263e-07 -2.004091e-10
940           	4.263382e-10 -2.086350e-07 -2.378204e-10
960           	4.319468e-10 -2.075035e-07 -2.723716e-10
980           	4.378508e-10 -2.063358e-07 -3.031804e-10
1000          	4.432862e-10 -2.051325e-07 -3.305612e-10
