# Region type : faceZone fz_solid_55
# Faces  :    1906
# Area   :    1.017590e-01
# Time        	sum(phi)
20            	6.829157e-05
40            	7.573611e-05
60            	7.690806e-05
80            	6.175414e-05
100           	3.357563e-05
120           	1.248976e-06
140           	-2.038041e-05
160           	-3.751375e-05
180           	-4.126758e-05
200           	-4.016889e-05
220           	-3.686808e-05
240           	-3.286388e-05
260           	-2.918542e-05
280           	-2.587413e-05
300           	-2.312362e-05
320           	-2.085850e-05
340           	-1.902907e-05
360           	-1.757173e-05
380           	-1.650385e-05
400           	-1.573568e-05
420           	-1.524797e-05
440           	-1.499321e-05
460           	-1.491768e-05
480           	-1.494856e-05
500           	-1.505356e-05
520           	-1.521118e-05
540           	-1.547340e-05
560           	-1.615689e-05
580           	-1.765574e-05
600           	-1.984622e-05
620           	-2.213543e-05
640           	-2.415644e-05
660           	-2.582621e-05
680           	-2.727379e-05
700           	-2.863145e-05
720           	-3.004071e-05
740           	-3.152028e-05
760           	-3.312691e-05
780           	-3.478383e-05
800           	-3.646204e-05
820           	-3.813977e-05
840           	-3.977659e-05
860           	-4.134599e-05
880           	-4.285151e-05
900           	-4.430193e-05
920           	-4.568742e-05
940           	-4.693324e-05
960           	-4.806026e-05
980           	-4.898064e-05
1000          	-4.964490e-05
1020          	-4.998391e-05
1040          	-4.990865e-05
1060          	-4.931918e-05
1080          	-4.834743e-05
1100          	-4.751480e-05
1120          	-4.714418e-05
1140          	-4.707283e-05
1160          	-4.701410e-05
1180          	-4.680244e-05
1200          	-4.632615e-05
1220          	-4.554148e-05
1240          	-4.451035e-05
1260          	-4.305398e-05
1280          	-4.121950e-05
1300          	-4.001478e-05
1320          	-3.947624e-05
1340          	-4.612720e-05
1360          	-4.641908e-05
1380          	3.129365e-05
1400          	8.028022e-04
1420          	-5.396702e-04
1440          	-5.816470e-03
1460          	-8.336408e-03
1480          	-1.447330e-02
1500          	-9.158140e-04
