# Region type : faceZone fz_solid_67
# Faces  :    1639
# Area   :    1.017133e-01
# Time        	sum(phi)
20            	-1.095259e-05
40            	-1.402629e-06
60            	9.389307e-06
80            	1.989055e-05
100           	2.996421e-05
120           	3.904805e-05
140           	5.623509e-05
160           	5.633552e-05
180           	4.864430e-05
200           	2.197302e-05
220           	-2.556062e-05
240           	-9.145423e-05
260           	-1.715848e-04
280           	-2.359494e-04
300           	-2.230237e-04
320           	-1.302890e-04
340           	-2.919204e-06
360           	1.048837e-04
380           	1.613281e-04
400           	1.921859e-04
420           	2.085771e-04
440           	2.197170e-04
460           	2.316820e-04
480           	2.474349e-04
500           	2.670830e-04
520           	2.893407e-04
540           	3.125789e-04
560           	3.355816e-04
580           	3.577499e-04
600           	3.786606e-04
620           	3.983722e-04
640           	4.171903e-04
660           	4.357529e-04
680           	4.544895e-04
700           	4.741245e-04
720           	4.952710e-04
740           	5.177618e-04
760           	5.403291e-04
780           	5.616301e-04
800           	5.807064e-04
820           	5.976377e-04
840           	6.132273e-04
860           	6.282445e-04
880           	6.433523e-04
900           	6.587868e-04
920           	6.746203e-04
940           	6.905662e-04
960           	7.064192e-04
980           	7.219272e-04
1000          	7.369736e-04
1020          	7.515970e-04
