# Region type : faceZone fz_solid_50
# Faces  :    1904
# Area   :    1.017480e-01
# Time        	sum(phi)
20            	2.784608e-05
40            	3.185877e-05
60            	3.653903e-05
80            	4.110266e-05
100           	4.540974e-05
120           	4.948777e-05
140           	5.281337e-05
160           	5.027275e-05
180           	4.502331e-05
200           	3.230439e-05
220           	1.086669e-05
240           	-1.666133e-05
260           	-4.169231e-05
280           	-5.618325e-05
300           	-5.979628e-05
320           	-5.827713e-05
340           	-5.558613e-05
360           	-5.383977e-05
380           	-5.348351e-05
400           	-5.411118e-05
420           	-5.533654e-05
440           	-5.695266e-05
460           	-5.872906e-05
480           	-6.052571e-05
500           	-6.223684e-05
520           	-6.381669e-05
540           	-6.523900e-05
560           	-6.642440e-05
580           	-6.735553e-05
600           	-6.798642e-05
620           	-6.827916e-05
640           	-6.823002e-05
660           	-6.784047e-05
680           	-6.714878e-05
700           	-6.640507e-05
720           	-6.593673e-05
740           	-6.620539e-05
760           	-6.757470e-05
780           	-6.967019e-05
800           	-7.155702e-05
820           	-7.315649e-05
840           	-7.462611e-05
860           	-7.608781e-05
880           	-7.759229e-05
900           	-7.925237e-05
920           	-8.113671e-05
940           	-8.319908e-05
960           	-8.539210e-05
980           	-8.761600e-05
1000          	-8.979372e-05
1020          	-9.192430e-05
1040          	-9.399572e-05
1060          	-9.606311e-05
1080          	-9.814392e-05
1100          	-1.002563e-04
1120          	-1.023370e-04
1140          	-1.043806e-04
1160          	-1.064138e-04
1180          	-1.083762e-04
1200          	-1.102712e-04
1220          	-1.121366e-04
1240          	-1.138824e-04
1260          	-1.152482e-04
1280          	-1.193341e-04
1300          	-1.172363e-04
1320          	-1.281340e-04
1340          	-1.225541e-04
1360          	4.435827e-05
1380          	1.481755e-03
1400          	5.663588e-03
1420          	1.327107e-02
1440          	3.697354e-02
