# Region      : cellZone cz_solid_44
# Cells       : 1344
# Volume      : 2.139076e-03
# Time        	volIntegrateU
20            	-8.514628e-10 -5.572164e-09 -3.953228e-10
40            	-1.196112e-09 -8.732171e-09 -2.681554e-10
60            	-1.507257e-09 -1.126304e-08 -2.707823e-10
80            	-1.817773e-09 -1.331346e-08 -3.344817e-10
100           	-2.115633e-09 -1.515564e-08 -4.166580e-10
120           	-2.393289e-09 -1.698037e-08 -4.968330e-10
140           	-2.780133e-09 -1.900047e-08 -5.967243e-10
160           	-3.072886e-09 -2.127627e-08 -7.024090e-10
180           	-3.264510e-09 -2.380279e-08 -7.472286e-10
200           	-3.391577e-09 -2.654692e-08 -7.607951e-10
220           	-3.438304e-09 -2.943356e-08 -7.256428e-10
240           	-3.392737e-09 -3.236935e-08 -6.181882e-10
260           	-3.254352e-09 -3.526835e-08 -4.141329e-10
280           	-3.036414e-09 -3.808406e-08 -9.680208e-11
300           	-2.761036e-09 -4.081739e-08 3.341774e-10
320           	-2.458338e-09 -4.351199e-08 8.466824e-10
340           	-2.154687e-09 -4.623681e-08 1.377712e-09
360           	-1.873201e-09 -4.905668e-08 1.874877e-09
380           	-1.627819e-09 -5.201560e-08 2.321947e-09
400           	-1.423733e-09 -5.515533e-08 2.716217e-09
420           	-1.257250e-09 -5.854348e-08 3.052295e-09
440           	-1.121334e-09 -6.222798e-08 3.317922e-09
460           	-1.017170e-09 -6.619067e-08 3.503046e-09
480           	-9.482448e-10 -7.035279e-08 3.613021e-09
500           	-9.111785e-10 -7.461163e-08 3.668119e-09
520           	-8.969705e-10 -7.887214e-08 3.693497e-09
540           	-8.961753e-10 -8.306339e-08 3.709489e-09
560           	-9.016026e-10 -8.714360e-08 3.728124e-09
580           	-9.085760e-10 -9.109677e-08 3.754053e-09
600           	-9.145806e-10 -9.492545e-08 3.787245e-09
620           	-9.183337e-10 -9.864240e-08 3.825748e-09
640           	-9.194657e-10 -1.022644e-07 3.867506e-09
660           	-9.177908e-10 -1.058090e-07 3.910927e-09
680           	-9.133543e-10 -1.092922e-07 3.955193e-09
700           	-9.063831e-10 -1.127279e-07 4.000061e-09
720           	-8.970723e-10 -1.161276e-07 4.045411e-09
740           	-8.857040e-10 -1.195000e-07 4.091054e-09
760           	-8.728275e-10 -1.228501e-07 4.136730e-09
780           	-8.592524e-10 -1.261794e-07 4.181976e-09
800           	-8.458596e-10 -1.294860e-07 4.225740e-09
820           	-8.336098e-10 -1.327677e-07 4.266690e-09
840           	-8.231983e-10 -1.360229e-07 4.304018e-09
860           	-8.142810e-10 -1.392536e-07 4.337576e-09
880           	-8.057956e-10 -1.424656e-07 4.368018e-09
900           	-7.965529e-10 -1.456684e-07 4.396860e-09
920           	-7.861386e-10 -1.488704e-07 4.425219e-09
940           	-7.750119e-10 -1.520767e-07 4.453392e-09
960           	-7.638593e-10 -1.552885e-07 4.481278e-09
980           	-7.534411e-10 -1.585038e-07 4.508393e-09
1000          	-7.441860e-10 -1.617187e-07 4.534308e-09
1020          	-7.362766e-10 -1.649298e-07 4.558733e-09
