# Region      : cellZone cz_solid_60
# Cells       : 2374
# Volume      : 2.145436e-03
# Time        	volIntegrateU
20            	6.972990e-12 -6.348250e-09 2.375594e-10
40            	-8.295222e-10 -7.849682e-09 9.894272e-10
60            	-1.104302e-09 -7.460884e-09 1.077573e-09
80            	-1.132996e-09 -6.004575e-09 9.018254e-10
100           	-1.076477e-09 -4.178353e-09 6.548835e-10
120           	-1.008907e-09 -2.319056e-09 4.426958e-10
140           	-8.900890e-10 -6.615396e-10 3.491684e-10
160           	-8.753033e-10 6.195737e-10 1.314054e-10
180           	-8.236087e-10 1.619294e-09 -5.595177e-13
200           	-7.717497e-10 2.299506e-09 -1.174850e-10
220           	-7.205545e-10 2.671046e-09 -2.265895e-10
240           	-6.704414e-10 2.767771e-09 -3.311982e-10
260           	-6.233498e-10 2.646211e-09 -4.264940e-10
280           	-5.797075e-10 2.377942e-09 -5.059110e-10
300           	-5.388340e-10 2.041536e-09 -5.596779e-10
320           	-4.983353e-10 1.711407e-09 -5.832324e-10
340           	-4.562079e-10 1.451013e-09 -5.776923e-10
360           	-4.127259e-10 1.303044e-09 -5.507809e-10
380           	-3.723399e-10 1.293264e-09 -5.098195e-10
400           	-3.380838e-10 1.446859e-09 -4.538299e-10
420           	-3.102731e-10 1.782966e-09 -3.776376e-10
440           	-2.894959e-10 2.304059e-09 -2.748165e-10
460           	-2.733510e-10 2.991548e-09 -1.411901e-10
480           	-2.593667e-10 3.800169e-09 2.033230e-11
500           	-2.496253e-10 4.655064e-09 1.999913e-10
520           	-2.484238e-10 5.472160e-09 3.828604e-10
540           	-2.605453e-10 6.191062e-09 5.550199e-10
560           	-2.866619e-10 6.794120e-09 7.054769e-10
580           	-3.209860e-10 7.286900e-09 8.244475e-10
600           	-3.577472e-10 7.690387e-09 9.121372e-10
620           	-3.923838e-10 8.034837e-09 9.745526e-10
640           	-4.222574e-10 8.349397e-09 1.017916e-09
660           	-4.467408e-10 8.657627e-09 1.047397e-09
680           	-4.663728e-10 8.977590e-09 1.066701e-09
700           	-4.820838e-10 9.322219e-09 1.078187e-09
720           	-4.946302e-10 9.699940e-09 1.083275e-09
740           	-5.044967e-10 1.011494e-08 1.083122e-09
760           	-5.117786e-10 1.056792e-08 1.078469e-09
780           	-5.162947e-10 1.105638e-08 1.070010e-09
800           	-5.180245e-10 1.157627e-08 1.058189e-09
820           	-5.170999e-10 1.212239e-08 1.043219e-09
840           	-5.143757e-10 1.268888e-08 1.025422e-09
860           	-5.106583e-10 1.326859e-08 1.005504e-09
880           	-5.068694e-10 1.385387e-08 9.847779e-10
900           	-5.041774e-10 1.443934e-08 9.648825e-10
920           	-5.030751e-10 1.502191e-08 9.470668e-10
940           	-5.027591e-10 1.559802e-08 9.319534e-10
960           	-5.027959e-10 1.616674e-08 9.197427e-10
980           	-5.030706e-10 1.672982e-08 9.104342e-10
1000          	-5.033689e-10 1.728848e-08 9.038564e-10
1020          	-5.036910e-10 1.784420e-08 8.995394e-10
