# Region      : cellZone cz_solid_24
# Cells       : 1436
# Volume      : 2.139336e-03
# Time        	volIntegrateU
20            	-1.729935e-09 -6.366692e-09 -1.136715e-09
40            	-1.788061e-09 -1.019585e-08 -9.046673e-10
60            	-1.976826e-09 -1.333517e-08 -8.360355e-10
80            	-2.176406e-09 -1.594511e-08 -8.260990e-10
100           	-2.373950e-09 -1.827780e-08 -8.407355e-10
120           	-2.562408e-09 -2.050733e-08 -8.631173e-10
140           	-2.798345e-09 -2.279558e-08 -9.193904e-10
160           	-3.024420e-09 -2.527613e-08 -9.731202e-10
180           	-3.171225e-09 -2.795977e-08 -9.985429e-10
200           	-3.280984e-09 -3.085139e-08 -1.014840e-09
220           	-3.343102e-09 -3.392442e-08 -1.012574e-09
240           	-3.349243e-09 -3.713414e-08 -9.812497e-10
260           	-3.292996e-09 -4.042282e-08 -9.072837e-10
280           	-3.172879e-09 -4.373915e-08 -7.755739e-10
300           	-2.992883e-09 -4.704879e-08 -5.712358e-10
320           	-2.770430e-09 -5.034872e-08 -2.841355e-10
340           	-2.529624e-09 -5.366209e-08 8.431654e-11
360           	-2.293411e-09 -5.703042e-08 5.023033e-10
380           	-2.075064e-09 -6.051353e-08 9.126576e-10
400           	-1.875892e-09 -6.416298e-08 1.277701e-09
420           	-1.696911e-09 -6.799771e-08 1.589784e-09
440           	-1.542399e-09 -7.201273e-08 1.852091e-09
460           	-1.416530e-09 -7.620590e-08 2.062756e-09
480           	-1.321412e-09 -8.056186e-08 2.214421e-09
500           	-1.256524e-09 -8.503573e-08 2.304662e-09
520           	-1.216518e-09 -8.956807e-08 2.344233e-09
540           	-1.193616e-09 -9.410336e-08 2.351801e-09
560           	-1.180948e-09 -9.859677e-08 2.345373e-09
580           	-1.173998e-09 -1.030160e-07 2.337234e-09
600           	-1.169859e-09 -1.073430e-07 2.334023e-09
620           	-1.166470e-09 -1.115723e-07 2.338321e-09
640           	-1.162491e-09 -1.157077e-07 2.350198e-09
660           	-1.157072e-09 -1.197599e-07 2.368456e-09
680           	-1.149564e-09 -1.237433e-07 2.391650e-09
700           	-1.139724e-09 -1.276730e-07 2.418605e-09
720           	-1.127463e-09 -1.315632e-07 2.448285e-09
740           	-1.112956e-09 -1.354249e-07 2.479941e-09
760           	-1.096435e-09 -1.392650e-07 2.513067e-09
780           	-1.078481e-09 -1.430850e-07 2.547254e-09
800           	-1.060055e-09 -1.468813e-07 2.582204e-09
820           	-1.042110e-09 -1.506458e-07 2.617434e-09
840           	-1.025631e-09 -1.543696e-07 2.652296e-09
860           	-1.011188e-09 -1.580462e-07 2.686335e-09
880           	-9.986422e-10 -1.616752e-07 2.718963e-09
900           	-9.871412e-10 -1.652647e-07 2.750208e-09
920           	-9.758462e-10 -1.688299e-07 2.781336e-09
940           	-9.644098e-10 -1.723865e-07 2.813223e-09
960           	-9.530823e-10 -1.759451e-07 2.845370e-09
980           	-9.424094e-10 -1.795096e-07 2.876773e-09
1000          	-9.329618e-10 -1.830771e-07 2.906498e-09
1020          	-9.252095e-10 -1.866420e-07 2.933694e-09
