# Region      : cellZone cz_solid_57
# Cells       : 2365
# Volume      : 2.143351e-03
# Time        	volIntegrate(U)
20            	(3.940700e-09 -1.432712e-08 1.182311e-10)
40            	(2.184031e-09 -1.850100e-08 5.097893e-10)
60            	(7.118327e-10 -1.748785e-08 3.026589e-10)
80            	(-2.646143e-10 -1.346128e-08 2.853331e-12)
100           	(-8.298603e-10 -8.170103e-09 -2.501066e-10)
120           	(-1.109988e-09 -2.661679e-09 -4.411525e-10)
140           	(-1.288937e-09 2.568361e-09 -5.600324e-10)
160           	(-1.267875e-09 7.234823e-09 -7.020577e-10)
180           	(-1.108434e-09 1.123526e-08 -7.802058e-10)
200           	(-9.081719e-10 1.465664e-08 -8.424741e-10)
220           	(-6.907718e-10 1.758358e-08 -8.896001e-10)
240           	(-4.701478e-10 2.011707e-08 -9.255348e-10)
260           	(-2.547229e-10 2.235052e-08 -9.526095e-10)
280           	(-5.604490e-11 2.437163e-08 -9.702125e-10)
300           	(1.264563e-10 2.624330e-08 -9.816602e-10)
320           	(2.862182e-10 2.801307e-08 -9.864011e-10)
340           	(4.265411e-10 2.971860e-08 -9.893874e-10)
360           	(5.540980e-10 3.138270e-08 -9.947650e-10)
380           	(6.782099e-10 3.302266e-08 -1.002757e-09)
400           	(8.010406e-10 3.465779e-08 -1.006687e-09)
420           	(9.235940e-10 3.629972e-08 -9.989039e-10)
440           	(1.038816e-09 3.794785e-08 -9.752927e-10)
460           	(1.132866e-09 3.958521e-08 -9.404375e-10)
480           	(1.197871e-09 4.118313e-08 -9.064365e-10)
500           	(1.229651e-09 4.271502e-08 -8.779535e-10)
520           	(1.232421e-09 4.416691e-08 -8.520831e-10)
540           	(1.215452e-09 4.553901e-08 -8.266383e-10)
560           	(1.182219e-09 4.683964e-08 -7.991585e-10)
580           	(1.134165e-09 4.807659e-08 -7.686307e-10)
600           	(1.074851e-09 4.925418e-08 -7.348292e-10)
620           	(1.007957e-09 5.037373e-08 -6.976247e-10)
640           	(9.360597e-10 5.143869e-08 -6.570066e-10)
660           	(8.611028e-10 5.245949e-08 -6.125985e-10)
680           	(7.859655e-10 5.345092e-08 -5.671508e-10)
700           	(7.110132e-10 5.442951e-08 -5.219993e-10)
720           	(6.370192e-10 5.540855e-08 -4.784332e-10)
740           	(5.646230e-10 5.639597e-08 -4.372965e-10)
760           	(4.943737e-10 5.739567e-08 -3.990207e-10)
780           	(4.265013e-10 5.840848e-08 -3.632676e-10)
800           	(3.606649e-10 5.943314e-08 -3.293617e-10)
820           	(2.966176e-10 6.046728e-08 -2.965032e-10)
840           	(2.338468e-10 6.150644e-08 -2.636848e-10)
860           	(1.717254e-10 6.254477e-08 -2.302451e-10)
880           	(1.101378e-10 6.357474e-08 -1.958160e-10)
900           	(4.896880e-11 6.458776e-08 -1.605248e-10)
920           	(-1.213537e-11 6.557537e-08 -1.249002e-10)
940           	(-7.358411e-11 6.652697e-08 -9.070301e-11)
960           	(-1.338892e-10 6.743009e-08 -6.056881e-11)
980           	(-1.906070e-10 6.827119e-08 -3.687351e-11)
1000          	(-2.411010e-10 6.904151e-08 -2.037149e-11)
1020          	(-2.839980e-10 6.974421e-08 -9.817151e-12)
1040          	(-3.199942e-10 7.040054e-08 -2.374234e-12)
1060          	(-3.513482e-10 7.104330e-08 5.439984e-12)
1080          	(-3.789192e-10 7.169706e-08 1.541727e-11)
1100          	(-4.021289e-10 7.236545e-08 2.680544e-11)
1120          	(-4.215492e-10 7.303965e-08 3.824457e-11)
1140          	(-4.388836e-10 7.371055e-08 4.897777e-11)
1160          	(-4.555011e-10 7.437258e-08 5.818865e-11)
1180          	(-4.717906e-10 7.502367e-08 6.522547e-11)
1200          	(-4.876522e-10 7.566368e-08 6.991005e-11)
1220          	(-5.028496e-10 7.629405e-08 7.232895e-11)
1240          	(-5.216211e-10 7.691052e-08 7.465502e-11)
1260          	(-5.322419e-10 7.752321e-08 7.202873e-11)
1280          	(-5.376895e-10 7.812625e-08 7.105655e-11)
1300          	(-5.547776e-10 7.873917e-08 6.012271e-11)
1320          	(-6.023634e-10 7.929483e-08 7.026728e-11)
1340          	(-5.171129e-10 7.974512e-08 7.157635e-11)
1360          	(2.808833e-10 8.032160e-08 -5.243357e-10)
1380          	(7.904863e-09 7.374416e-08 -8.351163e-09)
1400          	(1.063474e-07 -7.118383e-08 -6.156389e-08)
1420          	(5.669631e-07 -1.260008e-06 -3.403929e-07)
1440          	(2.146158e-06 -6.125376e-06 -8.141509e-07)
1460          	(8.166269e-06 -2.450449e-05 -3.382430e-06)
1480          	(3.843912e-05 -1.039430e-04 -2.046912e-05)
1500          	(1.904288e-04 -4.799373e-04 -1.117022e-04)
