# Region      : cellZone cz_solid_9
# Cells       : 2016
# Volume      : 2.144208e-03
# Time        	volIntegrate(U)
20            	(-2.968176e-09 -4.536655e-09 4.501416e-09)
40            	(-2.865735e-09 -8.350629e-09 4.485793e-09)
60            	(-2.981183e-09 -1.227390e-08 4.733168e-09)
80            	(-3.121052e-09 -1.638998e-08 5.007288e-09)
100           	(-3.276248e-09 -2.077907e-08 5.286750e-09)
120           	(-3.445223e-09 -2.549087e-08 5.555172e-09)
140           	(-3.636761e-09 -3.053914e-08 5.725760e-09)
160           	(-3.916673e-09 -3.601509e-08 6.051337e-09)
180           	(-4.157876e-09 -4.184257e-08 6.231689e-09)
200           	(-4.396525e-09 -4.791119e-08 6.340215e-09)
220           	(-4.615613e-09 -5.410353e-08 6.353530e-09)
240           	(-4.799876e-09 -6.029483e-08 6.256300e-09)
260           	(-4.930428e-09 -6.636771e-08 6.037578e-09)
280           	(-4.989440e-09 -7.224253e-08 5.692316e-09)
300           	(-4.956863e-09 -7.787902e-08 5.215888e-09)
320           	(-4.813406e-09 -8.327105e-08 4.627049e-09)
340           	(-4.548610e-09 -8.850506e-08 4.000150e-09)
360           	(-4.187007e-09 -9.373194e-08 3.430519e-09)
380           	(-3.790717e-09 -9.895649e-08 2.969127e-09)
400           	(-3.417342e-09 -1.040008e-07 2.606641e-09)
420           	(-3.100387e-09 -1.086962e-07 2.318984e-09)
440           	(-2.848072e-09 -1.129930e-07 2.090920e-09)
460           	(-2.654023e-09 -1.169369e-07 1.914469e-09)
480           	(-2.507593e-09 -1.206080e-07 1.780399e-09)
500           	(-2.398207e-09 -1.240796e-07 1.677209e-09)
520           	(-2.315227e-09 -1.274033e-07 1.592952e-09)
540           	(-2.249100e-09 -1.306110e-07 1.517131e-09)
560           	(-2.191373e-09 -1.337219e-07 1.442795e-09)
580           	(-2.133021e-09 -1.367468e-07 1.365492e-09)
600           	(-2.066282e-09 -1.396908e-07 1.284043e-09)
620           	(-1.985244e-09 -1.425565e-07 1.200128e-09)
640           	(-1.886926e-09 -1.453450e-07 1.118624e-09)
660           	(-1.771193e-09 -1.480549e-07 1.047309e-09)
680           	(-1.642051e-09 -1.506825e-07 9.954411e-10)
700           	(-1.508252e-09 -1.532191e-07 9.704126e-10)
720           	(-1.381093e-09 -1.556482e-07 9.742596e-10)
740           	(-1.270081e-09 -1.579483e-07 1.001362e-09)
760           	(-1.180476e-09 -1.600983e-07 1.042557e-09)
780           	(-1.112631e-09 -1.620825e-07 1.086943e-09)
800           	(-1.061659e-09 -1.638911e-07 1.124910e-09)
820           	(-1.016151e-09 -1.655198e-07 1.151920e-09)
840           	(-9.671357e-10 -1.669743e-07 1.173465e-09)
860           	(-9.170779e-10 -1.682665e-07 1.193576e-09)
880           	(-8.722420e-10 -1.694045e-07 1.215645e-09)
900           	(-8.366654e-10 -1.703947e-07 1.244842e-09)
920           	(-8.123194e-10 -1.712391e-07 1.285046e-09)
940           	(-7.927309e-10 -1.719177e-07 1.332545e-09)
960           	(-7.703729e-10 -1.723702e-07 1.377707e-09)
980           	(-7.448475e-10 -1.725235e-07 1.403214e-09)
1000          	(-7.524271e-10 -1.723808e-07 1.390096e-09)
1020          	(-7.531751e-10 -1.720251e-07 1.366800e-09)
