# Region      : cellZone cz_solid_82
# Cells       : 2084
# Volume      : 2.141693e-03
# Time        	volIntegrate(U)
20            	(-1.594637e-11 -2.073476e-09 6.875286e-10)
40            	(-4.381651e-10 -2.758862e-09 1.180155e-09)
60            	(-6.526173e-10 -3.055508e-09 1.140330e-09)
80            	(-8.125077e-10 -3.118962e-09 8.485255e-10)
100           	(-9.155731e-10 -3.173694e-09 5.780888e-10)
120           	(-9.799323e-10 -3.355323e-09 3.664855e-10)
140           	(-1.088597e-09 -3.729309e-09 8.961344e-11)
160           	(-1.201231e-09 -4.116374e-09 -9.238706e-11)
180           	(-1.301801e-09 -4.540755e-09 -2.486298e-10)
200           	(-1.388423e-09 -4.972818e-09 -3.880220e-10)
220           	(-1.458074e-09 -5.361720e-09 -4.991395e-10)
240           	(-1.503703e-09 -5.657596e-09 -5.672389e-10)
260           	(-1.515524e-09 -5.820455e-09 -5.801312e-10)
280           	(-1.492904e-09 -5.798355e-09 -5.174078e-10)
300           	(-1.448812e-09 -5.524286e-09 -3.544332e-10)
320           	(-1.400247e-09 -4.981491e-09 -9.234331e-11)
340           	(-1.355568e-09 -4.280781e-09 2.322870e-10)
360           	(-1.319498e-09 -3.641166e-09 5.608670e-10)
380           	(-1.294383e-09 -3.248312e-09 8.460833e-10)
400           	(-1.277972e-09 -3.145574e-09 1.074069e-09)
420           	(-1.266930e-09 -3.324641e-09 1.234936e-09)
440           	(-1.262279e-09 -3.757372e-09 1.322703e-09)
460           	(-1.263772e-09 -4.416352e-09 1.350333e-09)
480           	(-1.271332e-09 -5.265829e-09 1.347718e-09)
500           	(-1.285775e-09 -6.253758e-09 1.341082e-09)
520           	(-1.306417e-09 -7.325827e-09 1.341098e-09)
540           	(-1.330514e-09 -8.440729e-09 1.347813e-09)
560           	(-1.355583e-09 -9.571645e-09 1.358254e-09)
580           	(-1.378918e-09 -1.070246e-08 1.371114e-09)
600           	(-1.399057e-09 -1.182524e-08 1.382369e-09)
620           	(-1.415231e-09 -1.293885e-08 1.391755e-09)
640           	(-1.428047e-09 -1.404698e-08 1.400320e-09)
660           	(-1.438151e-09 -1.515399e-08 1.406860e-09)
680           	(-1.445751e-09 -1.626252e-08 1.411341e-09)
700           	(-1.451777e-09 -1.737401e-08 1.413525e-09)
720           	(-1.455903e-09 -1.848895e-08 1.413590e-09)
740           	(-1.458438e-09 -1.960681e-08 1.411865e-09)
760           	(-1.459512e-09 -2.072673e-08 1.409411e-09)
780           	(-1.459587e-09 -2.184778e-08 1.406868e-09)
800           	(-1.459035e-09 -2.297003e-08 1.403396e-09)
820           	(-1.457789e-09 -2.409432e-08 1.398468e-09)
840           	(-1.456026e-09 -2.521948e-08 1.393651e-09)
860           	(-1.454272e-09 -2.634323e-08 1.390081e-09)
880           	(-1.452376e-09 -2.746516e-08 1.386482e-09)
900           	(-1.450057e-09 -2.858508e-08 1.382679e-09)
920           	(-1.447375e-09 -2.970236e-08 1.378983e-09)
940           	(-1.444467e-09 -3.081662e-08 1.375425e-09)
960           	(-1.441342e-09 -3.192781e-08 1.372071e-09)
980           	(-1.438042e-09 -3.303571e-08 1.369025e-09)
