# Region      : cellZone cz_solid_34
# Cells       : 2444
# Volume      : 2.144439e-03
# Time        	volIntegrate(U)
20            	(5.644794e-09 -1.538344e-08 4.028145e-09)
40            	(5.894531e-09 -2.575236e-08 4.677792e-09)
60            	(5.570474e-09 -3.472802e-08 4.810261e-09)
80            	(5.035326e-09 -4.183365e-08 4.819469e-09)
100           	(4.235170e-09 -4.689360e-08 4.664119e-09)
120           	(3.199710e-09 -4.968739e-08 4.279057e-09)
140           	(1.905000e-09 -5.003646e-08 3.423667e-09)
160           	(6.823678e-10 -4.818052e-08 2.387600e-09)
180           	(-2.609441e-11 -4.514031e-08 1.434657e-09)
200           	(-4.306476e-10 -4.163207e-08 5.817092e-10)
220           	(-6.071172e-10 -3.828570e-08 -6.216663e-11)
240           	(-6.486450e-10 -3.545017e-08 -4.830351e-10)
260           	(-6.105934e-10 -3.323012e-08 -7.350674e-10)
280           	(-5.285411e-10 -3.157498e-08 -8.790036e-10)
300           	(-4.108036e-10 -3.040975e-08 -9.442245e-10)
320           	(-2.718264e-10 -2.966158e-08 -9.495059e-10)
340           	(-1.182406e-10 -2.925514e-08 -9.073224e-10)
360           	(4.615363e-11 -2.912098e-08 -8.286062e-10)
380           	(2.168975e-10 -2.918983e-08 -7.247066e-10)
400           	(3.871359e-10 -2.938923e-08 -6.076336e-10)
420           	(5.581342e-10 -2.965231e-08 -4.843933e-10)
440           	(7.300202e-10 -2.991521e-08 -3.600943e-10)
460           	(9.035196e-10 -3.011822e-08 -2.380579e-10)
480           	(1.081511e-09 -3.021192e-08 -1.163269e-10)
500           	(1.265166e-09 -3.015529e-08 7.428507e-12)
520           	(1.452503e-09 -2.991563e-08 1.374276e-10)
540           	(1.637502e-09 -2.947406e-08 2.778101e-10)
560           	(1.807673e-09 -2.883723e-08 4.371108e-10)
580           	(1.937267e-09 -2.805668e-08 6.230391e-10)
600           	(2.004748e-09 -2.721499e-08 8.266853e-10)
620           	(2.014399e-09 -2.641803e-08 1.014871e-09)
640           	(1.995505e-09 -2.579327e-08 1.150092e-09)
660           	(1.980749e-09 -2.543796e-08 1.229569e-09)
680           	(1.979565e-09 -2.538041e-08 1.272699e-09)
700           	(1.987237e-09 -2.558642e-08 1.299446e-09)
720           	(1.995379e-09 -2.599687e-08 1.316343e-09)
740           	(1.999578e-09 -2.655458e-08 1.326014e-09)
760           	(1.998316e-09 -2.721432e-08 1.330002e-09)
780           	(1.991170e-09 -2.794358e-08 1.328745e-09)
800           	(1.977668e-09 -2.871663e-08 1.322712e-09)
820           	(1.958003e-09 -2.951146e-08 1.312365e-09)
840           	(1.932474e-09 -3.030975e-08 1.298063e-09)
860           	(1.900803e-09 -3.109662e-08 1.279568e-09)
880           	(1.863801e-09 -3.186210e-08 1.257321e-09)
900           	(1.822573e-09 -3.260127e-08 1.231940e-09)
920           	(1.777489e-09 -3.331108e-08 1.203593e-09)
940           	(1.729374e-09 -3.399180e-08 1.172735e-09)
960           	(1.678768e-09 -3.464642e-08 1.139567e-09)
980           	(1.626263e-09 -3.527809e-08 1.104650e-09)
1000          	(1.572686e-09 -3.588722e-08 1.069060e-09)
1020          	(1.519528e-09 -3.647279e-08 1.034418e-09)
1040          	(1.468440e-09 -3.703416e-08 1.001725e-09)
1060          	(1.420443e-09 -3.757327e-08 9.708547e-10)
1080          	(1.374805e-09 -3.809382e-08 9.403367e-10)
1100          	(1.330994e-09 -3.860148e-08 9.092787e-10)
1120          	(1.287722e-09 -3.910127e-08 8.764000e-10)
1140          	(1.243740e-09 -3.959592e-08 8.407154e-10)
1160          	(1.199361e-09 -4.008624e-08 8.029804e-10)
1180          	(1.154414e-09 -4.057173e-08 7.634841e-10)
1200          	(1.109705e-09 -4.105103e-08 7.237222e-10)
1220          	(1.064797e-09 -4.152151e-08 6.842507e-10)
1240          	(1.018953e-09 -4.198413e-08 6.421834e-10)
1260          	(9.763924e-10 -4.242895e-08 6.071094e-10)
1280          	(9.482028e-10 -4.285271e-08 5.772054e-10)
1300          	(8.825842e-10 -4.322828e-08 5.264366e-10)
1320          	(7.373304e-10 -4.353427e-08 4.707516e-10)
1340          	(9.758430e-10 -4.352925e-08 8.399925e-10)
1360          	(9.212915e-09 -5.224077e-08 5.325979e-09)
1380          	(6.283707e-08 -1.723812e-07 2.749806e-08)
1400          	(2.942067e-07 -9.979374e-07 1.850843e-07)
1420          	(9.692949e-07 -4.640234e-06 8.372184e-07)
1440          	(4.032241e-06 -1.868957e-05 3.440238e-06)
1460          	(1.910985e-05 -7.715952e-05 1.517246e-05)
1480          	(1.003266e-04 -3.640262e-04 8.192078e-05)
1500          	(5.018400e-04 -1.769900e-03 4.086310e-04)
