# Region type : faceZone fz_solid_26
# Faces  :    1720
# Area   :    1.016931e-01
# Time        	sum(phi)
20            	-3.040687e-07
40            	-8.017101e-06
60            	-1.535009e-05
80            	-2.231735e-05
100           	-2.883811e-05
120           	-3.500523e-05
140           	-4.233075e-05
160           	-4.849481e-05
180           	-5.491700e-05
200           	-6.200852e-05
220           	-6.966441e-05
240           	-7.798854e-05
260           	-8.724062e-05
280           	-9.792983e-05
300           	-1.105763e-04
320           	-1.250985e-04
340           	-1.411537e-04
360           	-1.583997e-04
380           	-1.768522e-04
400           	-1.949350e-04
420           	-2.097091e-04
440           	-2.194551e-04
460           	-2.245333e-04
480           	-2.263154e-04
500           	-2.266059e-04
520           	-2.268008e-04
540           	-2.278439e-04
560           	-2.300919e-04
580           	-2.336063e-04
600           	-2.381243e-04
620           	-2.433811e-04
640           	-2.492165e-04
660           	-2.554205e-04
680           	-2.618410e-04
700           	-2.684485e-04
720           	-2.752851e-04
740           	-2.824981e-04
760           	-2.903301e-04
780           	-2.990197e-04
800           	-3.087849e-04
820           	-3.192843e-04
840           	-3.303064e-04
860           	-3.410872e-04
880           	-3.503733e-04
900           	-3.574956e-04
920           	-3.626067e-04
940           	-3.664558e-04
960           	-3.696608e-04
980           	-3.727249e-04
1000          	-3.760945e-04
1020          	-3.797771e-04
