# Region type : faceZone fz_solid_31
# Faces  :    1768
# Area   :    1.016406e-01
# Time        	sum(phi)
20            	-3.184561e-05
40            	-3.383402e-05
60            	-3.637081e-05
80            	-3.834038e-05
100           	-3.958410e-05
120           	-3.957803e-05
140           	-3.483517e-05
160           	-2.976832e-05
180           	-2.203377e-05
200           	-1.022459e-05
220           	6.007260e-06
240           	2.591064e-05
260           	4.739480e-05
280           	6.286626e-05
300           	6.501438e-05
320           	5.771123e-05
340           	4.751398e-05
360           	3.826995e-05
380           	3.068985e-05
400           	2.439983e-05
420           	1.897444e-05
440           	1.423496e-05
460           	1.018303e-05
480           	6.769883e-06
500           	3.956237e-06
520           	1.645435e-06
540           	-3.421843e-07
560           	-2.236594e-06
580           	-4.211433e-06
600           	-6.309034e-06
620           	-8.578230e-06
640           	-1.097249e-05
660           	-1.339492e-05
680           	-1.575187e-05
700           	-1.798275e-05
720           	-2.008328e-05
740           	-2.190721e-05
760           	-2.336353e-05
780           	-2.482800e-05
800           	-2.667937e-05
820           	-2.847584e-05
840           	-2.931523e-05
860           	-2.838375e-05
880           	-2.588185e-05
900           	-2.293901e-05
920           	-2.037839e-05
940           	-1.852658e-05
960           	-1.741135e-05
980           	-1.686522e-05
1000          	-1.675728e-05
1020          	-1.699206e-05
