# Region type : faceZone fz_solid_76
# Faces  :    1872
# Area   :    1.017355e-01
# Time        	sum(phi)
20            	-2.198268e-04
40            	-2.740406e-04
60            	-1.879777e-04
80            	-3.123873e-05
100           	5.962711e-05
120           	9.239260e-05
140           	9.992469e-05
160           	1.072433e-04
180           	1.030577e-04
200           	9.610865e-05
220           	8.914180e-05
240           	8.300447e-05
260           	7.830867e-05
280           	7.407060e-05
300           	7.088449e-05
320           	6.803789e-05
340           	6.578146e-05
360           	6.401046e-05
380           	6.258011e-05
400           	6.147616e-05
420           	6.074830e-05
440           	6.023179e-05
460           	6.006704e-05
480           	6.032993e-05
500           	6.098360e-05
520           	6.207246e-05
540           	6.340890e-05
560           	6.513978e-05
580           	6.728487e-05
600           	6.993896e-05
620           	7.314743e-05
640           	7.656018e-05
660           	8.000258e-05
680           	8.358557e-05
700           	8.773171e-05
720           	9.270451e-05
740           	9.868661e-05
760           	1.056361e-04
780           	1.134023e-04
800           	1.215784e-04
820           	1.301992e-04
840           	1.392032e-04
860           	1.483369e-04
880           	1.574418e-04
900           	1.664295e-04
920           	1.752653e-04
940           	1.839455e-04
960           	1.923302e-04
980           	2.003484e-04
1000          	2.076525e-04
1020          	2.138585e-04
1040          	2.188117e-04
1060          	2.232368e-04
1080          	2.300782e-04
1100          	2.439179e-04
1120          	2.676514e-04
1140          	2.976011e-04
1160          	3.268198e-04
1180          	3.525898e-04
1200          	3.741834e-04
1220          	3.912614e-04
1240          	4.045985e-04
1260          	4.153771e-04
1280          	4.272064e-04
1300          	4.403161e-04
1320          	4.366898e-04
1340          	5.000105e-04
1360          	6.038472e-04
1380          	3.422804e-05
1400          	1.784386e-03
1420          	1.200323e-04
1440          	2.049511e-02
1460          	2.746010e-02
1480          	-2.105056e-02
1500          	1.232552e-01
