# Region type : faceZone fz_solid_3
# Faces  :    1674
# Area   :    1.017455e-01
# Time        	sum(phi)
20            	2.316503e-06
40            	5.769514e-06
60            	6.046773e-06
80            	8.642681e-06
100           	1.425166e-05
120           	2.208291e-05
140           	3.159068e-05
160           	4.509799e-05
180           	6.203525e-05
200           	8.374331e-05
220           	1.113522e-04
240           	1.442967e-04
260           	1.837711e-04
280           	2.289011e-04
300           	2.797316e-04
320           	3.354054e-04
340           	3.915919e-04
360           	4.383502e-04
380           	4.678519e-04
400           	4.804504e-04
420           	4.799693e-04
440           	4.705254e-04
460           	4.561278e-04
480           	4.382284e-04
500           	4.202706e-04
520           	4.079765e-04
540           	4.021538e-04
560           	4.011743e-04
580           	4.024134e-04
600           	4.047188e-04
620           	4.074254e-04
640           	4.101751e-04
660           	4.133770e-04
680           	4.167747e-04
700           	4.204360e-04
720           	4.240062e-04
740           	4.273917e-04
760           	4.304279e-04
780           	4.333111e-04
800           	4.356313e-04
820           	4.379884e-04
840           	4.402771e-04
860           	4.428225e-04
880           	4.458755e-04
900           	4.492804e-04
920           	4.528048e-04
940           	4.561778e-04
960           	4.593052e-04
980           	4.618574e-04
1000          	4.636854e-04
