# Region type : faceZone fz_solid_59
# Faces  :    1646
# Area   :    1.017344e-01
# Time        	sum(phi)
20            	6.885226e-06
40            	4.513323e-06
60            	1.494099e-06
80            	-1.546085e-07
100           	-9.986620e-07
120           	-9.819417e-07
140           	-1.913860e-06
160           	-9.550075e-07
180           	-1.859971e-09
200           	7.898949e-07
220           	1.269600e-06
240           	1.387383e-06
260           	1.257162e-06
280           	9.402192e-07
300           	4.454566e-07
320           	-9.244737e-08
340           	-6.614375e-07
360           	-1.244053e-06
380           	-1.859465e-06
400           	-2.551570e-06
420           	-3.387398e-06
440           	-4.425114e-06
460           	-5.800067e-06
480           	-7.642854e-06
500           	-9.931576e-06
520           	-1.253757e-05
540           	-1.526498e-05
560           	-1.792041e-05
580           	-2.034141e-05
600           	-2.263087e-05
620           	-2.476090e-05
640           	-2.678479e-05
660           	-2.879062e-05
680           	-3.067834e-05
700           	-3.253153e-05
720           	-3.433859e-05
740           	-3.610439e-05
760           	-3.800643e-05
780           	-4.000772e-05
800           	-4.245180e-05
820           	-4.566757e-05
840           	-5.014331e-05
860           	-5.635087e-05
880           	-6.448924e-05
900           	-7.403007e-05
920           	-8.307931e-05
940           	-8.948823e-05
960           	-9.294337e-05
980           	-9.430639e-05
1000          	-9.493871e-05
1020          	-9.565077e-05
