# Region      : cellZone cz_solid_0
# Cells       : 2072
# Volume      : 2.142195e-03
# Time        	volIntegrateU
20            	1.704246e-09 -4.683755e-09 -4.078148e-09
40            	1.435644e-09 -7.333143e-09 -3.253065e-09
60            	1.199189e-09 -9.210032e-09 -2.746745e-09
80            	1.007714e-09 -1.047543e-08 -2.405954e-09
100           	8.529605e-10 -1.131117e-08 -2.178817e-09
120           	7.238044e-10 -1.186573e-08 -2.027630e-09
140           	6.748065e-10 -1.226756e-08 -1.977611e-09
160           	5.429997e-10 -1.264591e-08 -1.899863e-09
180           	4.714851e-10 -1.298567e-08 -1.865310e-09
200           	4.176784e-10 -1.326431e-08 -1.850763e-09
220           	3.750981e-10 -1.341033e-08 -1.840350e-09
240           	3.768088e-10 -1.331701e-08 -1.801950e-09
260           	3.859104e-10 -1.307377e-08 -1.695416e-09
280           	3.326399e-10 -1.287600e-08 -1.571230e-09
300           	2.712556e-10 -1.279304e-08 -1.469514e-09
320           	2.277149e-10 -1.277423e-08 -1.399270e-09
340           	1.985916e-10 -1.276290e-08 -1.364399e-09
360           	1.800125e-10 -1.274321e-08 -1.361915e-09
380           	1.706156e-10 -1.273169e-08 -1.392130e-09
400           	1.645907e-10 -1.276091e-08 -1.442035e-09
420           	1.568437e-10 -1.286302e-08 -1.496808e-09
440           	1.449155e-10 -1.306050e-08 -1.545719e-09
460           	1.269361e-10 -1.336507e-08 -1.580901e-09
480           	1.012628e-10 -1.378284e-08 -1.595788e-09
500           	6.862563e-11 -1.431262e-08 -1.586791e-09
520           	2.742996e-11 -1.493698e-08 -1.548678e-09
540           	-2.289932e-11 -1.562030e-08 -1.478502e-09
560           	-7.884070e-11 -1.631500e-08 -1.377830e-09
580           	-1.352089e-10 -1.697064e-08 -1.253337e-09
600           	-1.886240e-10 -1.754827e-08 -1.115822e-09
620           	-2.384130e-10 -1.802834e-08 -9.772995e-10
640           	-2.847895e-10 -1.840606e-08 -8.463908e-10
660           	-3.273674e-10 -1.868444e-08 -7.278925e-10
680           	-3.654691e-10 -1.887015e-08 -6.234664e-10
700           	-3.985900e-10 -1.897079e-08 -5.328913e-10
720           	-4.264759e-10 -1.899382e-08 -4.553655e-10
740           	-4.500875e-10 -1.894596e-08 -3.895240e-10
760           	-4.704852e-10 -1.883409e-08 -3.340863e-10
780           	-4.886399e-10 -1.866501e-08 -2.873979e-10
800           	-5.053010e-10 -1.844515e-08 -2.479545e-10
820           	-5.208638e-10 -1.818074e-08 -2.143993e-10
840           	-5.354024e-10 -1.787774e-08 -1.856145e-10
860           	-5.486491e-10 -1.754096e-08 -1.604082e-10
880           	-5.603689e-10 -1.717369e-08 -1.379347e-10
900           	-5.703579e-10 -1.677749e-08 -1.178009e-10
920           	-5.786278e-10 -1.635214e-08 -9.995758e-11
940           	-5.855316e-10 -1.589698e-08 -8.485940e-11
960           	-5.920144e-10 -1.541187e-08 -7.286407e-11
980           	-5.990338e-10 -1.489811e-08 -6.375129e-11
1000          	-6.071985e-10 -1.435879e-08 -5.663221e-11
1020          	-6.163933e-10 -1.379860e-08 -5.041344e-11
