# Region      : cellZone cz_solid_12
# Cells       : 2149
# Volume      : 2.144549e-03
# Time        	volIntegrate(U)
20            	(2.423511e-09 -5.499184e-09 7.038735e-09)
40            	(2.341132e-09 -1.028468e-08 6.807123e-09)
60            	(2.296607e-09 -1.504897e-08 6.893661e-09)
80            	(2.237924e-09 -1.975977e-08 7.008030e-09)
100           	(2.136003e-09 -2.437386e-08 7.113219e-09)
120           	(1.961400e-09 -2.881308e-08 7.171271e-09)
140           	(1.607286e-09 -3.278095e-08 6.972877e-09)
160           	(1.142678e-09 -3.626191e-08 6.785882e-09)
180           	(6.221667e-10 -3.911672e-08 6.334609e-09)
200           	(4.817529e-11 -4.117431e-08 5.628874e-09)
220           	(-4.973986e-10 -4.228503e-08 4.674131e-09)
240           	(-9.090328e-10 -4.242086e-08 3.557963e-09)
260           	(-1.120306e-09 -4.177775e-08 2.441123e-09)
280           	(-1.163093e-09 -4.071370e-08 1.489481e-09)
300           	(-1.110639e-09 -3.954801e-08 7.699153e-10)
320           	(-1.007579e-09 -3.848841e-08 2.673090e-10)
340           	(-8.740975e-10 -3.763887e-08 -5.393197e-11)
360           	(-7.234074e-10 -3.701037e-08 -2.406735e-10)
380           	(-5.668052e-10 -3.654578e-08 -3.268761e-10)
400           	(-4.192945e-10 -3.615842e-08 -3.476123e-10)
420           	(-2.884982e-10 -3.575989e-08 -3.228475e-10)
440           	(-1.763561e-10 -3.528272e-08 -2.650116e-10)
460           	(-7.897314e-11 -3.469172e-08 -1.821395e-10)
480           	(1.203974e-11 -3.398519e-08 -7.846571e-11)
500           	(1.018603e-10 -3.316623e-08 4.247543e-11)
520           	(1.901153e-10 -3.226485e-08 1.736522e-10)
540           	(2.765070e-10 -3.132174e-08 3.163798e-10)
560           	(3.622229e-10 -3.037768e-08 4.717681e-10)
580           	(4.478091e-10 -2.946417e-08 6.355060e-10)
600           	(5.367342e-10 -2.862075e-08 8.022219e-10)
620           	(6.312495e-10 -2.788088e-08 9.647917e-10)
640           	(7.338805e-10 -2.728862e-08 1.115455e-09)
660           	(8.251509e-10 -2.686489e-08 1.253036e-09)
680           	(8.661950e-10 -2.657760e-08 1.385066e-09)
700           	(8.403447e-10 -2.641978e-08 1.512078e-09)
720           	(7.597236e-10 -2.639097e-08 1.619649e-09)
740           	(6.510257e-10 -2.646598e-08 1.690055e-09)
760           	(5.504683e-10 -2.661698e-08 1.713575e-09)
780           	(4.812237e-10 -2.683537e-08 1.693642e-09)
800           	(4.496210e-10 -2.714161e-08 1.640592e-09)
820           	(4.475862e-10 -2.756011e-08 1.569308e-09)
840           	(4.605555e-10 -2.810909e-08 1.493109e-09)
860           	(4.751318e-10 -2.878645e-08 1.419506e-09)
880           	(4.864761e-10 -2.957528e-08 1.350026e-09)
900           	(4.922081e-10 -3.045077e-08 1.287297e-09)
920           	(4.927284e-10 -3.138618e-08 1.231913e-09)
940           	(4.900476e-10 -3.235773e-08 1.183232e-09)
960           	(4.866023e-10 -3.334600e-08 1.141710e-09)
980           	(4.830197e-10 -3.434017e-08 1.106386e-09)
1000          	(4.789975e-10 -3.533575e-08 1.075186e-09)
1020          	(4.758661e-10 -3.633355e-08 1.048912e-09)
