# Region type : faceZone fz_solid_8
# Faces  :    1414
# Area   :    1.016451e-01
# Time        	sum(phi)
20            	-1.190181e-05
40            	-1.030731e-05
60            	-8.044794e-06
80            	-6.155670e-06
100           	-3.509551e-06
120           	-1.039357e-06
140           	7.393870e-07
160           	5.882633e-06
180           	1.051407e-05
200           	1.895168e-05
220           	3.319641e-05
240           	5.716173e-05
260           	8.980438e-05
280           	1.275165e-04
300           	1.628785e-04
320           	1.922444e-04
340           	2.166686e-04
360           	2.332295e-04
380           	2.378711e-04
400           	2.281311e-04
420           	2.071239e-04
440           	1.845711e-04
460           	1.659998e-04
480           	1.526643e-04
500           	1.436886e-04
520           	1.378363e-04
540           	1.344090e-04
560           	1.329052e-04
580           	1.331583e-04
600           	1.343245e-04
620           	1.364879e-04
640           	1.390518e-04
660           	1.416317e-04
680           	1.436786e-04
700           	1.448536e-04
720           	1.444976e-04
740           	1.427028e-04
760           	1.395793e-04
780           	1.354195e-04
800           	1.306800e-04
820           	1.264873e-04
840           	1.233926e-04
860           	1.204540e-04
880           	1.158226e-04
900           	1.078438e-04
920           	9.430656e-05
940           	7.632782e-05
960           	5.442431e-05
980           	3.362952e-05
