# Region type : faceZone fz_solid_7
# Faces  :    1641
# Area   :    1.016631e-01
# Time        	sum(phi)
20            	2.776822e-05
40            	4.361829e-05
60            	6.129556e-05
80            	8.015466e-05
100           	1.002188e-04
120           	1.217219e-04
140           	1.472009e-04
160           	1.734366e-04
180           	2.043749e-04
200           	2.414594e-04
220           	2.840937e-04
240           	3.310981e-04
260           	3.793925e-04
280           	4.246524e-04
300           	4.634131e-04
320           	4.965779e-04
340           	5.234437e-04
360           	5.395052e-04
380           	5.377961e-04
400           	5.162703e-04
420           	4.869467e-04
440           	4.608451e-04
460           	4.410588e-04
480           	4.262083e-04
500           	4.140238e-04
520           	4.040706e-04
540           	3.962998e-04
560           	3.907801e-04
580           	3.871494e-04
600           	3.852063e-04
620           	3.842065e-04
640           	3.832194e-04
660           	3.816023e-04
680           	3.787459e-04
700           	3.739682e-04
720           	3.673985e-04
740           	3.596822e-04
760           	3.513032e-04
780           	3.432034e-04
800           	3.370081e-04
820           	3.330169e-04
840           	3.310620e-04
860           	3.299154e-04
880           	3.260579e-04
900           	3.194089e-04
920           	3.131663e-04
940           	3.081167e-04
960           	3.064022e-04
980           	3.109725e-04
1000          	3.202028e-04
1020          	3.320628e-04
