# Region      : cellZone cz_solid_96
# Cells       : 1800
# Volume      : 2.141728e-03
# Time        	volIntegrate(U)
20            	(1.999565e-08 -6.177284e-09 -2.463473e-09)
40            	(1.637096e-08 -7.886008e-09 2.920367e-09)
60            	(6.864843e-09 -1.009588e-08 6.757134e-09)
80            	(-4.604626e-09 -1.175304e-08 3.013232e-09)
100           	(-8.865573e-09 -1.249086e-08 -3.168613e-09)
120           	(-8.917896e-09 -1.195872e-08 -4.760833e-09)
140           	(-7.565803e-09 -1.037500e-08 -4.701543e-09)
160           	(-6.206716e-09 -8.388302e-09 -4.145130e-09)
180           	(-5.250626e-09 -6.101034e-09 -3.654489e-09)
200           	(-4.596459e-09 -3.638798e-09 -3.235325e-09)
220           	(-4.140906e-09 -1.094384e-09 -2.917211e-09)
240           	(-3.813613e-09 1.491371e-09 -2.669130e-09)
260           	(-3.561411e-09 4.098172e-09 -2.478219e-09)
280           	(-3.360370e-09 6.710856e-09 -2.327188e-09)
300           	(-3.194596e-09 9.312338e-09 -2.206609e-09)
320           	(-3.052867e-09 1.187523e-08 -2.111945e-09)
340           	(-2.922384e-09 1.435988e-08 -2.038738e-09)
360           	(-2.792366e-09 1.672483e-08 -1.981951e-09)
380           	(-2.659952e-09 1.894010e-08 -1.933095e-09)
400           	(-2.526970e-09 2.098964e-08 -1.885551e-09)
420           	(-2.399421e-09 2.286543e-08 -1.832160e-09)
440           	(-2.283360e-09 2.456175e-08 -1.768647e-09)
460           	(-2.182363e-09 2.607981e-08 -1.692120e-09)
480           	(-2.101207e-09 2.744815e-08 -1.605806e-09)
500           	(-2.039073e-09 2.871907e-08 -1.517208e-09)
520           	(-1.991443e-09 2.994356e-08 -1.435928e-09)
540           	(-1.952431e-09 3.116431e-08 -1.365883e-09)
560           	(-1.916042e-09 3.245021e-08 -1.313369e-09)
580           	(-1.882414e-09 3.381754e-08 -1.268682e-09)
600           	(-1.846545e-09 3.525096e-08 -1.235158e-09)
620           	(-1.803217e-09 3.670972e-08 -1.202422e-09)
640           	(-1.755423e-09 3.816446e-08 -1.171005e-09)
660           	(-1.706166e-09 3.960303e-08 -1.140788e-09)
680           	(-1.656562e-09 4.101774e-08 -1.111909e-09)
700           	(-1.607017e-09 4.240245e-08 -1.084310e-09)
720           	(-1.557885e-09 4.375492e-08 -1.057922e-09)
740           	(-1.509563e-09 4.507398e-08 -1.032660e-09)
760           	(-1.462395e-09 4.635947e-08 -1.008802e-09)
780           	(-1.416688e-09 4.761024e-08 -9.860251e-10)
800           	(-1.372478e-09 4.882458e-08 -9.642611e-10)
820           	(-1.329868e-09 5.000057e-08 -9.432964e-10)
840           	(-1.288735e-09 5.113730e-08 -9.233263e-10)
860           	(-1.248925e-09 5.223497e-08 -9.042646e-10)
880           	(-1.210218e-09 5.329531e-08 -8.862801e-10)
900           	(-1.172470e-09 5.432192e-08 -8.695357e-10)
