# Region      : cellZone cz_solid_8
# Cells       : 1456
# Volume      : 2.139288e-03
# Time        	volIntegrate(U)
20            	(-3.665473e-09 -4.101155e-09 2.947583e-09)
40            	(-3.532847e-09 -7.405217e-09 2.981479e-09)
60            	(-3.692790e-09 -1.080083e-08 3.193562e-09)
80            	(-3.883984e-09 -1.438957e-08 3.421732e-09)
100           	(-4.088682e-09 -1.826689e-08 3.649494e-09)
120           	(-4.300328e-09 -2.249314e-08 3.864980e-09)
140           	(-4.556713e-09 -2.712418e-08 4.022842e-09)
160           	(-4.856570e-09 -3.225588e-08 4.292192e-09)
180           	(-5.099869e-09 -3.782442e-08 4.455271e-09)
200           	(-5.329135e-09 -4.375157e-08 4.585411e-09)
220           	(-5.531645e-09 -4.995842e-08 4.674396e-09)
240           	(-5.706279e-09 -5.635938e-08 4.717316e-09)
260           	(-5.854528e-09 -6.286707e-08 4.707355e-09)
280           	(-5.969032e-09 -6.940338e-08 4.638572e-09)
300           	(-6.020169e-09 -7.588926e-08 4.503488e-09)
320           	(-5.977996e-09 -8.221563e-08 4.294735e-09)
340           	(-5.827469e-09 -8.827741e-08 4.013296e-09)
360           	(-5.560649e-09 -9.407625e-08 3.692595e-09)
380           	(-5.188705e-09 -9.966439e-08 3.385825e-09)
400           	(-4.756639e-09 -1.050064e-07 3.122044e-09)
420           	(-4.335582e-09 -1.100123e-07 2.904229e-09)
440           	(-3.979102e-09 -1.146445e-07 2.726816e-09)
460           	(-3.705035e-09 -1.189457e-07 2.585563e-09)
480           	(-3.505841e-09 -1.229992e-07 2.475737e-09)
500           	(-3.365291e-09 -1.268831e-07 2.390367e-09)
520           	(-3.266255e-09 -1.306511e-07 2.321498e-09)
540           	(-3.193806e-09 -1.343342e-07 2.261275e-09)
560           	(-3.136552e-09 -1.379488e-07 2.203881e-09)
580           	(-3.085041e-09 -1.415022e-07 2.144438e-09)
600           	(-3.031824e-09 -1.449960e-07 2.078780e-09)
620           	(-2.970610e-09 -1.484300e-07 2.003406e-09)
640           	(-2.896850e-09 -1.518037e-07 1.916460e-09)
660           	(-2.807656e-09 -1.551153e-07 1.818069e-09)
680           	(-2.701761e-09 -1.583626e-07 1.710884e-09)
700           	(-2.579852e-09 -1.615435e-07 1.600946e-09)
720           	(-2.445125e-09 -1.646553e-07 1.496207e-09)
740           	(-2.302604e-09 -1.676900e-07 1.403359e-09)
760           	(-2.158747e-09 -1.706302e-07 1.326561e-09)
780           	(-2.019044e-09 -1.734514e-07 1.266542e-09)
800           	(-1.887139e-09 -1.761255e-07 1.220965e-09)
820           	(-1.762717e-09 -1.786243e-07 1.182546e-09)
840           	(-1.638917e-09 -1.809275e-07 1.143857e-09)
860           	(-1.502777e-09 -1.830321e-07 1.107740e-09)
880           	(-1.353645e-09 -1.849400e-07 1.082801e-09)
900           	(-1.202841e-09 -1.866373e-07 1.073668e-09)
920           	(-1.062782e-09 -1.881042e-07 1.084983e-09)
940           	(-9.467629e-10 -1.893290e-07 1.112801e-09)
960           	(-8.624317e-10 -1.903071e-07 1.146600e-09)
980           	(-8.148271e-10 -1.910364e-07 1.173282e-09)
1000          	(-7.984712e-10 -1.915344e-07 1.188853e-09)
1020          	(-8.023939e-10 -1.918399e-07 1.192590e-09)
