# Region type : faceZone fz_solid_32
# Faces  :    1766
# Area   :    1.016147e-01
# Time        	sum(phi)
20            	-1.139419e-05
40            	-1.443925e-05
60            	-1.671836e-05
80            	-1.872196e-05
100           	-2.019010e-05
120           	-2.135458e-05
140           	-2.278650e-05
160           	-2.019308e-05
180           	-1.812203e-05
200           	-1.472457e-05
220           	-9.500442e-06
240           	-4.102589e-06
260           	8.703948e-07
280           	6.177938e-06
300           	1.077441e-05
320           	1.398193e-05
340           	1.577511e-05
360           	1.658858e-05
380           	1.651656e-05
400           	1.579866e-05
420           	1.465395e-05
440           	1.324800e-05
460           	1.175258e-05
480           	1.021955e-05
500           	8.670798e-06
520           	7.188730e-06
540           	5.735865e-06
560           	4.251837e-06
580           	2.794645e-06
600           	1.292818e-06
620           	-2.705112e-07
640           	-1.897951e-06
660           	-3.672101e-06
680           	-5.727209e-06
700           	-7.767497e-06
720           	-9.093445e-06
740           	-9.638764e-06
760           	-1.011300e-05
780           	-1.070756e-05
800           	-1.106359e-05
820           	-1.114693e-05
840           	-1.103125e-05
860           	-1.083580e-05
880           	-1.062780e-05
900           	-1.045810e-05
920           	-1.034068e-05
940           	-1.025842e-05
960           	-1.030942e-05
980           	-1.038377e-05
1000          	-1.050329e-05
1020          	-1.061661e-05
