# Region type : faceZone fz_solid_43
# Faces  :    1674
# Area   :    1.017792e-01
# Time        	sum(phi)
20            	1.661398e-05
40            	1.195716e-05
60            	9.253908e-06
80            	1.019557e-05
100           	1.303995e-05
120           	1.716222e-05
140           	2.301880e-05
160           	3.151989e-05
180           	4.216745e-05
200           	5.787223e-05
220           	8.032436e-05
240           	1.107628e-04
260           	1.504206e-04
280           	1.987914e-04
300           	2.514605e-04
320           	3.080971e-04
340           	3.692709e-04
360           	4.199937e-04
380           	4.502446e-04
400           	4.635780e-04
420           	4.661604e-04
440           	4.646341e-04
460           	4.646426e-04
480           	4.699870e-04
500           	4.820116e-04
520           	4.962509e-04
540           	5.091551e-04
560           	5.207171e-04
580           	5.299466e-04
600           	5.378525e-04
620           	5.444611e-04
640           	5.508408e-04
660           	5.570835e-04
680           	5.633325e-04
700           	5.695624e-04
720           	5.760563e-04
740           	5.829178e-04
760           	5.900094e-04
780           	5.973441e-04
800           	6.050527e-04
820           	6.128625e-04
840           	6.205591e-04
860           	6.279790e-04
880           	6.347363e-04
900           	6.407612e-04
920           	6.461805e-04
940           	6.512220e-04
960           	6.563974e-04
980           	6.615451e-04
1000          	6.669097e-04
1020          	6.720404e-04
