# Region type : faceZone fz_solid_35
# Faces  :    1698
# Area   :    1.016154e-01
# Time        	sum(phi)
20            	5.762742e-05
40            	5.069415e-05
60            	4.312065e-05
80            	3.244651e-05
100           	2.041844e-05
120           	8.678974e-06
140           	-2.364021e-06
160           	-8.464714e-06
180           	-1.194297e-05
200           	-1.347948e-05
220           	-1.372667e-05
240           	-1.314407e-05
260           	-1.236200e-05
280           	-1.135683e-05
300           	-1.036514e-05
320           	-9.249796e-06
340           	-8.306476e-06
360           	-7.402591e-06
380           	-6.534326e-06
400           	-5.888357e-06
420           	-5.362721e-06
440           	-4.993254e-06
460           	-4.829990e-06
480           	-4.936353e-06
500           	-5.446519e-06
520           	-5.761526e-06
540           	-5.108333e-06
560           	-3.805302e-06
580           	-2.336007e-06
600           	-9.593525e-07
620           	2.441982e-07
640           	1.291997e-06
660           	2.148504e-06
680           	2.852611e-06
700           	3.429557e-06
720           	3.879935e-06
740           	4.228654e-06
760           	4.482493e-06
780           	4.673072e-06
800           	4.783265e-06
820           	4.830257e-06
840           	4.835664e-06
860           	4.794485e-06
880           	4.707696e-06
900           	4.596421e-06
920           	4.461984e-06
940           	4.343583e-06
960           	4.103909e-06
980           	3.908046e-06
1000          	3.611462e-06
