# Region      : cellZone cz_solid_37
# Cells       : 2022
# Volume      : 2.139263e-03
# Time        	volIntegrate(U)
20            	(5.440635e-09 -1.133113e-08 -1.222627e-09)
40            	(4.555240e-09 -1.754515e-08 -7.571583e-10)
60            	(3.676638e-09 -2.120725e-08 -5.015151e-10)
80            	(2.825931e-09 -2.239637e-08 -3.921305e-10)
100           	(2.059545e-09 -2.169871e-08 -3.740412e-10)
120           	(1.406981e-09 -1.978136e-08 -3.974089e-10)
140           	(8.005802e-10 -1.720278e-08 -4.390597e-10)
160           	(4.229802e-10 -1.459076e-08 -4.876189e-10)
180           	(2.130683e-10 -1.217955e-08 -5.407859e-10)
200           	(1.035138e-10 -1.007697e-08 -5.897075e-10)
220           	(6.453661e-11 -8.300694e-09 -6.311308e-10)
240           	(7.382530e-11 -6.818978e-09 -6.664208e-10)
260           	(1.099893e-10 -5.567393e-09 -6.958232e-10)
280           	(1.577172e-10 -4.471946e-09 -7.184521e-10)
300           	(2.090509e-10 -3.459801e-09 -7.342710e-10)
320           	(2.630525e-10 -2.474006e-09 -7.447434e-10)
340           	(3.248754e-10 -1.470768e-09 -7.520157e-10)
360           	(3.954473e-10 -4.225512e-10 -7.558662e-10)
380           	(4.819138e-10 6.802047e-10 -7.555330e-10)
400           	(5.777036e-10 1.836521e-09 -7.402611e-10)
420           	(6.709538e-10 3.022304e-09 -6.979015e-10)
440           	(7.439173e-10 4.182810e-09 -6.312786e-10)
460           	(7.774154e-10 5.231845e-09 -5.686450e-10)
480           	(7.740772e-10 6.095935e-09 -5.348019e-10)
500           	(7.535552e-10 6.753664e-09 -5.266475e-10)
520           	(7.287146e-10 7.224603e-09 -5.274981e-10)
540           	(7.040909e-10 7.535537e-09 -5.269683e-10)
560           	(6.804612e-10 7.710415e-09 -5.216476e-10)
580           	(6.564824e-10 7.766325e-09 -5.115682e-10)
600           	(6.319079e-10 7.714985e-09 -4.979434e-10)
620           	(6.070831e-10 7.563673e-09 -4.823748e-10)
640           	(5.828800e-10 7.317423e-09 -4.662196e-10)
660           	(5.599446e-10 6.983100e-09 -4.502815e-10)
680           	(5.390914e-10 6.572253e-09 -4.352795e-10)
700           	(5.200538e-10 6.101159e-09 -4.213926e-10)
720           	(5.024134e-10 5.588297e-09 -4.087317e-10)
740           	(4.854752e-10 5.051584e-09 -3.969785e-10)
760           	(4.681040e-10 4.507122e-09 -3.859609e-10)
780           	(4.499097e-10 3.968047e-09 -3.754923e-10)
800           	(4.301925e-10 3.444702e-09 -3.653029e-10)
820           	(4.087524e-10 2.944868e-09 -3.551961e-10)
840           	(3.857206e-10 2.474089e-09 -3.450681e-10)
860           	(3.610604e-10 2.036794e-09 -3.346566e-10)
880           	(3.351048e-10 1.636977e-09 -3.239621e-10)
900           	(3.084351e-10 1.278349e-09 -3.129898e-10)
920           	(2.813063e-10 9.643828e-10 -3.016673e-10)
940           	(2.542578e-10 6.980563e-10 -2.900807e-10)
960           	(2.276838e-10 4.815326e-10 -2.782463e-10)
980           	(2.020318e-10 3.160850e-10 -2.660435e-10)
1000          	(1.775825e-10 2.016160e-10 -2.532383e-10)
1020          	(1.547433e-10 1.354630e-10 -2.396430e-10)
