# Region      : cellZone cz_solid_65
# Cells       : 1883
# Volume      : 2.141708e-03
# Time        	volIntegrateU
20            	-4.089652e-10 -3.003913e-09 1.534325e-10
40            	-8.637160e-10 -4.823428e-09 2.465601e-10
60            	-1.259251e-09 -6.360225e-09 2.675189e-10
80            	-1.668416e-09 -7.656165e-09 2.564828e-10
100           	-2.063702e-09 -8.888132e-09 2.363889e-10
120           	-2.443407e-09 -1.020748e-08 2.216725e-10
140           	-2.805535e-09 -1.172785e-08 2.137226e-10
160           	-3.427331e-09 -1.366695e-08 2.130331e-10
180           	-3.675347e-09 -1.585922e-08 2.107047e-10
200           	-3.810210e-09 -1.826648e-08 2.613777e-10
220           	-3.812290e-09 -2.077700e-08 3.652441e-10
240           	-3.654204e-09 -2.326960e-08 5.514760e-10
260           	-3.321133e-09 -2.563496e-08 8.542972e-10
280           	-2.822733e-09 -2.781160e-08 1.289502e-09
300           	-2.197568e-09 -2.979644e-08 1.828832e-09
320           	-1.511914e-09 -3.162920e-08 2.408473e-09
340           	-8.384067e-10 -3.337664e-08 2.978159e-09
360           	-2.388130e-10 -3.516148e-08 3.497262e-09
380           	2.436041e-10 -3.715135e-08 3.926321e-09
400           	6.100659e-10 -3.946192e-08 4.259596e-09
420           	8.814251e-10 -4.212591e-08 4.501865e-09
440           	1.072037e-09 -4.510158e-08 4.663584e-09
460           	1.198976e-09 -4.829367e-08 4.766484e-09
480           	1.280296e-09 -5.158725e-08 4.836834e-09
500           	1.332434e-09 -5.488308e-08 4.895600e-09
520           	1.369232e-09 -5.811378e-08 4.955674e-09
540           	1.399847e-09 -6.124612e-08 5.021978e-09
560           	1.428620e-09 -6.427328e-08 5.093728e-09
580           	1.456942e-09 -6.720254e-08 5.167541e-09
600           	1.485350e-09 -7.004680e-08 5.239780e-09
620           	1.513227e-09 -7.281946e-08 5.307658e-09
640           	1.540883e-09 -7.553258e-08 5.370350e-09
660           	1.568845e-09 -7.819643e-08 5.428153e-09
680           	1.597874e-09 -8.081947e-08 5.481846e-09
700           	1.628372e-09 -8.340934e-08 5.532523e-09
720           	1.660372e-09 -8.597376e-08 5.581111e-09
740           	1.693906e-09 -8.852108e-08 5.627865e-09
760           	1.728339e-09 -9.105895e-08 5.673009e-09
780           	1.762934e-09 -9.359357e-08 5.716617e-09
800           	1.797416e-09 -9.613056e-08 5.757833e-09
820           	1.829811e-09 -9.867648e-08 5.794201e-09
840           	1.857410e-09 -1.012331e-07 5.825053e-09
860           	1.879471e-09 -1.037979e-07 5.850082e-09
880           	1.896848e-09 -1.063674e-07 5.869332e-09
900           	1.912086e-09 -1.089394e-07 5.884483e-09
920           	1.927537e-09 -1.115144e-07 5.897462e-09
940           	1.944344e-09 -1.140947e-07 5.909788e-09
960           	1.962460e-09 -1.166832e-07 5.922205e-09
980           	1.981258e-09 -1.192817e-07 5.934862e-09
1000          	1.999908e-09 -1.218910e-07 5.947715e-09
1020          	2.017889e-09 -1.245106e-07 5.960532e-09
1040          	2.034854e-09 -1.271392e-07 5.973091e-09
1060          	2.050694e-09 -1.297756e-07 5.985211e-09
1080          	2.065450e-09 -1.324184e-07 5.996755e-09
1100          	2.079213e-09 -1.350670e-07 6.007804e-09
1120          	2.092052e-09 -1.377212e-07 6.018391e-09
