# Region      : cellZone cz_solid_51
# Cells       : 2433
# Volume      : 2.143580e-03
# Time        	volIntegrate(U)
20            	(6.946326e-10 -1.011427e-08 4.162761e-09)
40            	(6.333281e-10 -1.805905e-08 4.897819e-09)
60            	(5.461526e-10 -2.575835e-08 5.698063e-09)
80            	(4.160092e-10 -3.334432e-08 6.451442e-09)
100           	(2.290587e-10 -4.098578e-08 7.073323e-09)
120           	(-2.837249e-11 -4.888799e-08 7.504547e-09)
140           	(-6.871463e-10 -5.726327e-08 7.645719e-09)
160           	(-1.270393e-09 -6.589953e-08 7.419996e-09)
180           	(-1.838818e-09 -7.395197e-08 6.673281e-09)
200           	(-2.521312e-09 -8.100512e-08 5.304656e-09)
220           	(-3.178057e-09 -8.659748e-08 3.272635e-09)
240           	(-3.420162e-09 -9.080257e-08 8.359442e-10)
260           	(-2.920103e-09 -9.442835e-08 -1.349857e-09)
280           	(-1.976389e-09 -9.839405e-08 -2.748561e-09)
300           	(-1.097149e-09 -1.031484e-07 -3.396228e-09)
320           	(-4.861908e-10 -1.086742e-07 -3.573969e-09)
340           	(-9.713710e-11 -1.147018e-07 -3.509219e-09)
360           	(1.689079e-10 -1.209018e-07 -3.314905e-09)
380           	(3.644480e-10 -1.269744e-07 -3.040110e-09)
400           	(5.015933e-10 -1.326721e-07 -2.714760e-09)
420           	(5.862882e-10 -1.378134e-07 -2.370312e-09)
440           	(6.291997e-10 -1.422948e-07 -2.034861e-09)
460           	(6.424947e-10 -1.460867e-07 -1.728676e-09)
480           	(6.380327e-10 -1.492152e-07 -1.465296e-09)
500           	(6.265397e-10 -1.517402e-07 -1.248934e-09)
520           	(6.163071e-10 -1.537356e-07 -1.075806e-09)
540           	(6.122107e-10 -1.552744e-07 -9.358540e-10)
560           	(6.163932e-10 -1.564203e-07 -8.173173e-10)
580           	(6.278459e-10 -1.572221e-07 -7.106800e-10)
600           	(6.452418e-10 -1.577153e-07 -6.062569e-10)
620           	(6.666721e-10 -1.579265e-07 -4.942789e-10)
640           	(6.892322e-10 -1.578743e-07 -3.683433e-10)
660           	(7.086503e-10 -1.575718e-07 -2.243100e-10)
680           	(7.191295e-10 -1.570260e-07 -6.366334e-11)
700           	(7.142441e-10 -1.562327e-07 1.049840e-10)
720           	(6.868829e-10 -1.551679e-07 2.640737e-10)
740           	(6.376245e-10 -1.537902e-07 3.872432e-10)
760           	(5.798089e-10 -1.520810e-07 4.542229e-10)
780           	(5.373494e-10 -1.500914e-07 4.737262e-10)
800           	(5.098805e-10 -1.479121e-07 4.710958e-10)
820           	(4.897482e-10 -1.456188e-07 4.595839e-10)
840           	(4.706277e-10 -1.432565e-07 4.419553e-10)
