# Region      : cellZone cz_solid_61
# Cells       : 2100
# Volume      : 2.143666e-03
# Time        	volIntegrateU
20            	1.153067e-11 -4.565699e-09 2.350947e-10
40            	-4.925153e-10 -6.027503e-09 8.318282e-10
60            	-6.833163e-10 -6.097519e-09 8.478334e-10
80            	-7.500465e-10 -5.333948e-09 6.415825e-10
100           	-7.751856e-10 -4.299016e-09 3.992660e-10
120           	-7.843482e-10 -3.309188e-09 2.091802e-10
140           	-7.566246e-10 -2.616189e-09 3.768625e-11
160           	-8.115907e-10 -2.213973e-09 -1.126500e-10
180           	-8.328537e-10 -2.123442e-09 -2.264355e-10
200           	-8.516955e-10 -2.337689e-09 -3.306434e-10
220           	-8.661054e-10 -2.814803e-09 -4.319629e-10
240           	-8.728207e-10 -3.484319e-09 -5.246961e-10
260           	-8.690743e-10 -4.256228e-09 -5.955754e-10
280           	-8.551147e-10 -5.041093e-09 -6.337197e-10
300           	-8.358906e-10 -5.761533e-09 -6.362429e-10
320           	-8.101636e-10 -6.359943e-09 -6.081651e-10
340           	-7.627392e-10 -6.794332e-09 -5.599207e-10
360           	-6.844190e-10 -7.035483e-09 -4.935130e-10
380           	-5.845268e-10 -7.071598e-09 -3.964452e-10
400           	-4.828447e-10 -6.915723e-09 -2.525360e-10
420           	-4.008615e-10 -6.624083e-09 -5.638562e-11
440           	-3.548184e-10 -6.284910e-09 1.745918e-10
460           	-3.470428e-10 -5.985283e-09 4.059333e-10
480           	-3.626714e-10 -5.781799e-09 6.031115e-10
500           	-3.883495e-10 -5.684639e-09 7.525417e-10
520           	-4.162302e-10 -5.671458e-09 8.544678e-10
540           	-4.409735e-10 -5.707334e-09 9.172420e-10
560           	-4.593764e-10 -5.762570e-09 9.519434e-10
580           	-4.717596e-10 -5.815776e-09 9.682052e-10
600           	-4.798770e-10 -5.854089e-09 9.717537e-10
620           	-4.852348e-10 -5.870043e-09 9.665789e-10
640           	-4.891191e-10 -5.860273e-09 9.555143e-10
660           	-4.921588e-10 -5.825703e-09 9.398272e-10
680           	-4.945981e-10 -5.769640e-09 9.202885e-10
700           	-4.966032e-10 -5.695695e-09 8.983090e-10
720           	-4.983873e-10 -5.606415e-09 8.757731e-10
740           	-5.001737e-10 -5.503411e-09 8.545172e-10
760           	-5.020200e-10 -5.387512e-09 8.357539e-10
780           	-5.038336e-10 -5.259492e-09 8.197615e-10
800           	-5.055756e-10 -5.119753e-09 8.065917e-10
820           	-5.071442e-10 -4.968858e-09 7.961149e-10
840           	-5.084452e-10 -4.806946e-09 7.881742e-10
860           	-5.096063e-10 -4.633337e-09 7.825879e-10
880           	-5.108401e-10 -4.447345e-09 7.787643e-10
900           	-5.120346e-10 -4.249373e-09 7.760604e-10
920           	-5.131444e-10 -4.040218e-09 7.743228e-10
940           	-5.142450e-10 -3.820528e-09 7.736778e-10
960           	-5.153601e-10 -3.591049e-09 7.739353e-10
980           	-5.164551e-10 -3.352722e-09 7.745965e-10
1000          	-5.175071e-10 -3.106397e-09 7.752468e-10
1020          	-5.186237e-10 -2.852802e-09 7.757618e-10
