# Region type : faceZone fz_solid_81
# Faces  :    1731
# Area   :    1.016731e-01
# Time        	sum(phi)
20            	-2.465808e-05
40            	-1.803982e-05
60            	-1.065497e-05
80            	-4.672865e-06
100           	-1.614469e-06
120           	-1.247461e-06
140           	-3.765054e-06
160           	-8.091472e-06
180           	-1.397541e-05
200           	-2.044652e-05
220           	-2.744320e-05
240           	-3.417012e-05
260           	-3.745666e-05
280           	-3.458303e-05
300           	-2.471651e-05
320           	-7.138160e-06
340           	1.415801e-05
360           	3.646060e-05
380           	6.451132e-05
400           	8.763633e-05
420           	9.005623e-05
440           	7.519123e-05
460           	5.828599e-05
480           	4.121271e-05
500           	2.476013e-05
520           	1.146575e-05
540           	1.766701e-06
560           	-6.175666e-06
580           	-1.314216e-05
600           	-1.773351e-05
620           	-2.117719e-05
640           	-2.521531e-05
660           	-2.983507e-05
680           	-3.478778e-05
700           	-3.934348e-05
720           	-4.261555e-05
740           	-4.440956e-05
760           	-4.471594e-05
780           	-4.410536e-05
800           	-4.307239e-05
820           	-4.167178e-05
840           	-3.991722e-05
860           	-3.788550e-05
880           	-3.596299e-05
900           	-3.440612e-05
920           	-3.301784e-05
940           	-3.152836e-05
960           	-3.004836e-05
980           	-2.870839e-05
1000          	-2.748850e-05
1020          	-2.630530e-05
1040          	-2.518106e-05
1060          	-2.416514e-05
