# Region type : faceZone fz_solid_87
# Faces  :    1651
# Area   :    1.016981e-01
# Time        	sum(phi)
20            	1.800830e-05
40            	4.324522e-05
60            	8.046786e-05
80            	1.250783e-04
100           	1.766805e-04
120           	2.316336e-04
140           	3.073918e-04
160           	3.702452e-04
180           	4.480272e-04
200           	5.256456e-04
220           	5.987708e-04
240           	6.883374e-04
260           	8.231275e-04
280           	1.000206e-03
300           	1.174409e-03
320           	1.302164e-03
340           	1.369142e-03
360           	1.393509e-03
380           	1.415209e-03
400           	1.453184e-03
420           	1.504680e-03
440           	1.563774e-03
460           	1.622604e-03
480           	1.674594e-03
500           	1.719604e-03
520           	1.762335e-03
540           	1.803417e-03
560           	1.843398e-03
580           	1.881003e-03
600           	1.915812e-03
620           	1.947671e-03
640           	1.977115e-03
660           	2.003749e-03
680           	2.030358e-03
700           	2.057255e-03
720           	2.081126e-03
740           	2.102347e-03
760           	2.122993e-03
780           	2.143436e-03
800           	2.162781e-03
820           	2.180864e-03
840           	2.197626e-03
860           	2.213230e-03
880           	2.227612e-03
900           	2.241060e-03
920           	2.253722e-03
940           	2.265688e-03
960           	2.277005e-03
980           	2.287625e-03
