# Region      : cellZone cz_solid_95
# Cells       : 2014
# Volume      : 2.142782e-03
# Time        	volIntegrateU
20            	1.368622e-08 -8.099586e-09 4.526964e-10
40            	1.430467e-08 -1.293184e-08 1.767794e-09
60            	1.261741e-08 -1.622710e-08 2.521495e-09
80            	6.917876e-09 -1.986276e-08 3.378696e-09
100           	-2.016847e-09 -2.464817e-08 2.821279e-09
120           	-8.582436e-09 -2.791526e-08 -1.994455e-09
140           	-9.641303e-09 -3.026224e-08 -5.880033e-09
160           	-8.282913e-09 -3.161157e-08 -6.206083e-09
180           	-6.987905e-09 -3.168399e-08 -5.653917e-09
200           	-5.987209e-09 -3.089864e-08 -4.960358e-09
220           	-5.294881e-09 -2.951425e-08 -4.367766e-09
240           	-4.822849e-09 -2.773108e-08 -3.895427e-09
260           	-4.500554e-09 -2.565671e-08 -3.518482e-09
280           	-4.277457e-09 -2.335588e-08 -3.213905e-09
300           	-4.118848e-09 -2.087231e-08 -2.967030e-09
320           	-3.998376e-09 -1.824039e-08 -2.763718e-09
340           	-3.897660e-09 -1.549756e-08 -2.594132e-09
360           	-3.800432e-09 -1.269371e-08 -2.450539e-09
380           	-3.699450e-09 -9.888407e-09 -2.327667e-09
400           	-3.590569e-09 -7.134619e-09 -2.220443e-09
420           	-3.475328e-09 -4.471946e-09 -2.122673e-09
440           	-3.357266e-09 -1.931952e-09 -2.029508e-09
460           	-3.241200e-09 4.561766e-10 -1.934371e-09
480           	-3.131045e-09 2.665773e-09 -1.827652e-09
500           	-3.037941e-09 4.687931e-09 -1.704174e-09
520           	-2.963014e-09 6.541440e-09 -1.578236e-09
540           	-2.907620e-09 8.244488e-09 -1.457797e-09
560           	-2.868470e-09 9.848771e-09 -1.344613e-09
580           	-2.846442e-09 1.145350e-08 -1.256169e-09
600           	-2.825548e-09 1.311790e-08 -1.206211e-09
620           	-2.799909e-09 1.483526e-08 -1.175015e-09
640           	-2.759243e-09 1.657765e-08 -1.151535e-09
660           	-2.709123e-09 1.831320e-08 -1.130768e-09
680           	-2.655211e-09 2.001915e-08 -1.113031e-09
700           	-2.599716e-09 2.168081e-08 -1.098337e-09
720           	-2.543909e-09 2.328833e-08 -1.085041e-09
740           	-2.488447e-09 2.483702e-08 -1.072867e-09
760           	-2.434336e-09 2.632713e-08 -1.060965e-09
780           	-2.382505e-09 2.776143e-08 -1.049689e-09
800           	-2.332800e-09 2.914275e-08 -1.039054e-09
820           	-2.285398e-09 3.047232e-08 -1.029226e-09
840           	-2.239667e-09 3.175003e-08 -1.020160e-09
860           	-2.195214e-09 3.297555e-08 -1.011806e-09
880           	-2.151420e-09 3.414916e-08 -1.004367e-09
900           	-2.107888e-09 3.527214e-08 -9.976887e-10
920           	-2.063996e-09 3.634707e-08 -9.920024e-10
940           	-2.018015e-09 3.737698e-08 -9.879590e-10
960           	-1.967925e-09 3.836350e-08 -9.864692e-10
980           	-1.913293e-09 3.930914e-08 -9.882936e-10
1000          	-1.856954e-09 4.021811e-08 -9.925396e-10
1020          	-1.802956e-09 4.109037e-08 -9.969652e-10
