# Region type : faceZone fz_solid_70
# Faces  :    1736
# Area   :    1.017261e-01
# Time        	sum(phi)
20            	-2.667572e-05
40            	-3.355153e-05
60            	-4.206856e-05
80            	-5.105453e-05
100           	-6.064584e-05
120           	-7.072821e-05
140           	-8.582982e-05
160           	-9.483504e-05
180           	-1.047843e-04
200           	-1.128687e-04
220           	-1.160489e-04
240           	-1.194982e-04
260           	-1.251028e-04
280           	-1.293067e-04
300           	-1.345669e-04
320           	-1.427383e-04
340           	-1.506931e-04
360           	-1.572351e-04
380           	-1.623032e-04
400           	-1.669136e-04
420           	-1.714544e-04
440           	-1.761412e-04
460           	-1.810021e-04
480           	-1.862131e-04
500           	-1.919468e-04
520           	-1.981626e-04
540           	-2.048784e-04
560           	-2.120513e-04
580           	-2.196885e-04
600           	-2.278437e-04
620           	-2.365054e-04
640           	-2.456944e-04
660           	-2.553057e-04
680           	-2.650654e-04
700           	-2.746583e-04
720           	-2.835644e-04
740           	-2.912375e-04
760           	-2.976888e-04
780           	-3.035686e-04
800           	-3.093529e-04
820           	-3.151647e-04
840           	-3.209706e-04
860           	-3.267392e-04
880           	-3.324683e-04
900           	-3.380780e-04
