# Region      : cellZone cz_solid_12
# Cells       : 2358
# Volume      : 2.144590e-03
# Time        	volIntegrateU
20            	2.556043e-09 -5.539435e-09 7.268091e-09
40            	2.407702e-09 -1.042707e-08 7.012685e-09
60            	2.363042e-09 -1.530099e-08 7.070685e-09
80            	2.307748e-09 -2.016167e-08 7.154476e-09
100           	2.219332e-09 -2.497170e-08 7.244558e-09
120           	2.072796e-09 -2.967191e-08 7.301705e-09
140           	1.849332e-09 -3.416941e-08 7.301164e-09
160           	1.414904e-09 -3.810760e-08 6.982708e-09
180           	9.191748e-10 -4.150991e-08 6.688279e-09
200           	4.051002e-10 -4.426730e-08 6.140310e-09
220           	-1.301251e-10 -4.620560e-08 5.361444e-09
240           	-6.050764e-10 -4.720007e-08 4.384274e-09
260           	-9.369855e-10 -4.727180e-08 3.300170e-09
280           	-1.091841e-09 -4.666092e-08 2.265608e-09
300           	-1.115503e-09 -4.570611e-08 1.409366e-09
320           	-1.064256e-09 -4.467052e-08 7.682058e-10
340           	-9.713476e-10 -4.371881e-08 3.162783e-10
360           	-8.512380e-10 -4.293212e-08 2.048202e-11
380           	-7.146667e-10 -4.231444e-08 -1.571791e-10
400           	-5.708119e-10 -4.181475e-08 -2.461780e-10
420           	-4.304960e-10 -4.136063e-08 -2.726086e-10
440           	-3.021908e-10 -4.088041e-08 -2.530640e-10
460           	-1.903421e-10 -4.032306e-08 -2.019229e-10
480           	-9.217326e-11 -3.966748e-08 -1.260862e-10
500           	-1.414917e-12 -3.892016e-08 -3.050366e-11
520           	8.945325e-11 -3.808748e-08 8.560181e-11
540           	1.811348e-10 -3.718007e-08 2.147264e-10
560           	2.712086e-10 -3.622201e-08 3.526825e-10
580           	3.578644e-10 -3.523770e-08 5.006940e-10
600           	4.413468e-10 -3.425262e-08 6.584800e-10
620           	5.242490e-10 -3.330299e-08 8.242966e-10
640           	6.109437e-10 -3.243556e-08 9.961272e-10
660           	7.040742e-10 -3.170473e-08 1.164824e-09
680           	7.997121e-10 -3.117450e-08 1.322881e-09
700           	8.754382e-10 -3.087791e-08 1.469736e-09
720           	9.106026e-10 -3.077713e-08 1.597790e-09
740           	9.050965e-10 -3.076467e-08 1.700448e-09
760           	8.575866e-10 -3.076478e-08 1.789581e-09
780           	7.733919e-10 -3.082035e-08 1.865565e-09
800           	6.773996e-10 -3.097749e-08 1.910543e-09
820           	5.999452e-10 -3.124214e-08 1.915085e-09
840           	5.549888e-10 -3.161891e-08 1.881519e-09
860           	5.439365e-10 -3.212160e-08 1.821253e-09
880           	5.535423e-10 -3.276693e-08 1.749222e-09
900           	5.718310e-10 -3.356200e-08 1.676856e-09
920           	5.878455e-10 -3.449378e-08 1.609698e-09
940           	5.975349e-10 -3.553766e-08 1.547865e-09
960           	6.008704e-10 -3.666680e-08 1.488846e-09
980           	5.983457e-10 -3.785548e-08 1.432287e-09
1000          	5.915265e-10 -3.907878e-08 1.379263e-09
1020          	5.828028e-10 -4.031562e-08 1.330154e-09
1040          	5.744089e-10 -4.155140e-08 1.285759e-09
1060          	5.665161e-10 -4.277785e-08 1.246452e-09
1080          	5.588531e-10 -4.399089e-08 1.211216e-09
1100          	5.523470e-10 -4.519134e-08 1.182431e-09
1120          	5.480611e-10 -4.638499e-08 1.161496e-09
1140          	5.460154e-10 -4.758433e-08 1.149496e-09
1160          	5.438941e-10 -4.880681e-08 1.144832e-09
1180          	5.410800e-10 -5.006575e-08 1.142465e-09
1200          	5.376339e-10 -5.136889e-08 1.138618e-09
1220          	5.327172e-10 -5.271634e-08 1.130233e-09
1240          	5.268034e-10 -5.410044e-08 1.115462e-09
1260          	5.305130e-10 -5.551260e-08 1.099175e-09
1280          	5.082546e-10 -5.694134e-08 1.087544e-09
1300          	5.034503e-10 -5.838668e-08 1.014953e-09
1320          	4.027933e-10 -5.984276e-08 9.972338e-10
1340          	3.049933e-10 -5.975668e-08 1.047977e-09
1360          	1.159077e-08 -4.099285e-08 2.708762e-08
1380          	4.655601e-08 -1.678040e-07 2.229695e-07
1400          	1.905723e-07 -1.336621e-06 1.056945e-06
1420          	1.765705e-06 -4.204793e-06 8.140312e-06
1440          	6.069738e-06 -3.460474e-05 4.682398e-05
