# Region      : cellZone cz_solid_35
# Cells       : 2080
# Volume      : 2.143300e-03
# Time        	volIntegrateU
20            	3.329300e-09 -8.873198e-09 1.100873e-09
40            	3.125656e-09 -1.452690e-08 1.360354e-09
60            	2.822723e-09 -1.866708e-08 1.450952e-09
80            	2.347817e-09 -2.122241e-08 1.452509e-09
100           	1.728668e-09 -2.210532e-08 1.327877e-09
120           	1.060628e-09 -2.146462e-08 1.061025e-09
140           	4.227308e-10 -1.967092e-08 6.667620e-10
160           	-6.866698e-11 -1.729266e-08 2.773302e-10
180           	-3.327987e-10 -1.485678e-08 -1.060443e-11
200           	-4.710166e-10 -1.267172e-08 -2.147596e-10
220           	-5.241083e-10 -1.086746e-08 -3.469437e-10
240           	-5.213762e-10 -9.460310e-09 -4.245995e-10
260           	-4.876087e-10 -8.406195e-09 -4.657723e-10
280           	-4.355281e-10 -7.641008e-09 -4.826417e-10
300           	-3.753968e-10 -7.098769e-09 -4.836329e-10
320           	-3.112120e-10 -6.720985e-09 -4.731060e-10
340           	-2.431231e-10 -6.454912e-09 -4.546894e-10
360           	-1.728288e-10 -6.254012e-09 -4.314159e-10
380           	-9.859945e-11 -6.078301e-09 -4.045465e-10
400           	-2.064827e-11 -5.890158e-09 -3.755671e-10
420           	5.910986e-11 -5.655982e-09 -3.459267e-10
440           	1.404098e-10 -5.348177e-09 -3.156531e-10
460           	2.229142e-10 -4.946334e-09 -2.839340e-10
480           	3.046033e-10 -4.438914e-09 -2.486701e-10
500           	3.795695e-10 -3.833304e-09 -2.056693e-10
520           	4.367563e-10 -3.164526e-09 -1.499136e-10
540           	4.677191e-10 -2.486913e-09 -8.518888e-11
560           	4.759854e-10 -1.859451e-09 -2.882921e-11
580           	4.722354e-10 -1.333429e-09 5.461436e-12
600           	4.664391e-10 -9.346904e-10 1.961839e-11
620           	4.633635e-10 -6.640870e-10 2.322002e-11
640           	4.628367e-10 -5.078840e-10 2.393500e-11
660           	4.635021e-10 -4.476207e-10 2.513641e-11
680           	4.638715e-10 -4.646779e-10 2.709070e-11
700           	4.632073e-10 -5.418417e-10 2.921073e-11
720           	4.612870e-10 -6.635912e-10 3.102641e-11
740           	4.580596e-10 -8.163325e-10 3.254767e-11
760           	4.532116e-10 -9.880791e-10 3.369418e-11
780           	4.468154e-10 -1.168270e-09 3.446823e-11
800           	4.387062e-10 -1.347576e-09 3.466584e-11
820           	4.288935e-10 -1.518015e-09 3.424995e-11
840           	4.176123e-10 -1.672911e-09 3.322544e-11
860           	4.048785e-10 -1.807007e-09 3.150465e-11
880           	3.908629e-10 -1.916437e-09 2.905912e-11
900           	3.756556e-10 -1.998398e-09 2.588116e-11
920           	3.593967e-10 -2.050800e-09 2.204114e-11
940           	3.422962e-10 -2.072654e-09 1.762379e-11
960           	3.244167e-10 -2.063672e-09 1.264716e-11
980           	3.059831e-10 -2.024279e-09 7.028792e-12
1000          	2.869087e-10 -1.954800e-09 7.084304e-13
1020          	2.672578e-10 -1.855644e-09 -6.115604e-12
1040          	2.473504e-10 -1.727391e-09 -1.300098e-11
