# Region type : faceZone fz_solid_74
# Faces  :    1900
# Area   :    1.017151e-01
# Time        	sum(phi)
20            	9.563338e-05
40            	1.143563e-04
60            	1.198060e-04
80            	9.912386e-05
100           	3.535699e-05
120           	-7.408312e-05
140           	-2.034501e-04
160           	-2.513832e-04
180           	-2.478017e-04
200           	-2.368674e-04
220           	-2.182223e-04
240           	-1.952566e-04
260           	-1.735306e-04
280           	-1.548487e-04
300           	-1.387547e-04
320           	-1.249957e-04
340           	-1.131217e-04
360           	-1.029015e-04
380           	-9.433730e-05
400           	-8.728157e-05
420           	-8.157045e-05
440           	-7.699746e-05
460           	-7.326302e-05
480           	-7.016136e-05
500           	-6.733085e-05
520           	-6.442294e-05
540           	-6.117895e-05
560           	-5.736019e-05
580           	-5.315447e-05
600           	-4.904047e-05
620           	-4.555155e-05
640           	-4.343208e-05
660           	-4.310095e-05
680           	-4.406325e-05
700           	-4.574940e-05
720           	-4.799745e-05
740           	-5.042693e-05
760           	-5.307300e-05
780           	-5.599672e-05
800           	-5.928365e-05
820           	-6.303108e-05
840           	-6.729072e-05
860           	-7.210290e-05
880           	-7.745087e-05
900           	-8.330188e-05
920           	-8.948151e-05
940           	-9.593942e-05
960           	-1.025650e-04
980           	-1.093121e-04
1000          	-1.160536e-04
1020          	-1.226058e-04
1040          	-1.288034e-04
1060          	-1.345287e-04
1080          	-1.398440e-04
1100          	-1.449008e-04
1120          	-1.499552e-04
1140          	-1.557373e-04
1160          	-1.627133e-04
1180          	-1.701048e-04
1200          	-1.758476e-04
1220          	-1.796139e-04
1240          	-1.835540e-04
1260          	-1.865492e-04
1280          	-1.888644e-04
1300          	-1.978603e-04
1320          	-2.026582e-04
1340          	-1.886031e-04
1360          	-1.972904e-04
1380          	-6.726272e-04
1400          	-2.249603e-03
1420          	-4.712642e-03
1440          	-4.667144e-03
1460          	-1.475942e-02
1480          	-3.208096e-02
1500          	-5.931436e-02
