# Region      : cellZone cz_solid_5
# Cells       : 1880
# Volume      : 2.141643e-03
# Time        	volIntegrate(U)
20            	(-2.924461e-09 -3.893700e-09 -8.334447e-10)
40            	(-2.789732e-09 -6.313683e-09 -5.902376e-10)
60            	(-2.869631e-09 -8.480651e-09 -4.819804e-10)
80            	(-2.993406e-09 -1.058809e-08 -4.041607e-10)
100           	(-3.141343e-09 -1.277653e-08 -3.469432e-10)
120           	(-3.291827e-09 -1.513671e-08 -2.989864e-10)
140           	(-3.440070e-09 -1.773243e-08 -2.600531e-10)
160           	(-3.633994e-09 -2.066591e-08 -2.458612e-10)
180           	(-3.823916e-09 -2.395948e-08 -2.306074e-10)
200           	(-3.963969e-09 -2.760299e-08 -2.047078e-10)
220           	(-4.086968e-09 -3.157894e-08 -1.773249e-10)
240           	(-4.193116e-09 -3.586368e-08 -1.437429e-10)
260           	(-4.276814e-09 -4.042707e-08 -9.636639e-11)
280           	(-4.338300e-09 -4.523100e-08 -2.883296e-11)
300           	(-4.378467e-09 -5.023149e-08 6.381357e-11)
320           	(-4.400962e-09 -5.537265e-08 1.845733e-10)
340           	(-4.404997e-09 -6.058622e-08 3.329290e-10)
360           	(-4.381524e-09 -6.578811e-08 5.072291e-10)
380           	(-4.316610e-09 -7.087732e-08 7.029370e-10)
400           	(-4.201790e-09 -7.574198e-08 9.082176e-10)
420           	(-4.048975e-09 -8.030348e-08 1.100094e-09)
440           	(-3.880140e-09 -8.456153e-08 1.259579e-09)
460           	(-3.704361e-09 -8.857644e-08 1.386432e-09)
480           	(-3.525166e-09 -9.240068e-08 1.489350e-09)
500           	(-3.351298e-09 -9.605454e-08 1.571443e-09)
520           	(-3.197999e-09 -9.955135e-08 1.631034e-09)
540           	(-3.076849e-09 -1.029197e-07 1.666072e-09)
560           	(-2.990683e-09 -1.062026e-07 1.679397e-09)
580           	(-2.933193e-09 -1.094418e-07 1.678049e-09)
600           	(-2.893753e-09 -1.126624e-07 1.670196e-09)
620           	(-2.863416e-09 -1.158695e-07 1.661470e-09)
640           	(-2.836608e-09 -1.190582e-07 1.655096e-09)
660           	(-2.810829e-09 -1.222216e-07 1.652743e-09)
680           	(-2.785189e-09 -1.253543e-07 1.654135e-09)
700           	(-2.759652e-09 -1.284551e-07 1.658685e-09)
720           	(-2.734143e-09 -1.315253e-07 1.665387e-09)
740           	(-2.708118e-09 -1.345669e-07 1.673170e-09)
760           	(-2.680784e-09 -1.375811e-07 1.681078e-09)
780           	(-2.651011e-09 -1.405679e-07 1.688581e-09)
800           	(-2.617290e-09 -1.435246e-07 1.695588e-09)
820           	(-2.577744e-09 -1.464464e-07 1.702585e-09)
840           	(-2.530666e-09 -1.493248e-07 1.710767e-09)
860           	(-2.475219e-09 -1.521484e-07 1.722010e-09)
880           	(-2.412415e-09 -1.549025e-07 1.738475e-09)
900           	(-2.345313e-09 -1.575710e-07 1.761090e-09)
920           	(-2.277201e-09 -1.601450e-07 1.788682e-09)
940           	(-2.210053e-09 -1.626280e-07 1.820127e-09)
960           	(-2.144952e-09 -1.650298e-07 1.854402e-09)
980           	(-2.082163e-09 -1.673562e-07 1.889278e-09)
1000          	(-2.021018e-09 -1.696135e-07 1.923763e-09)
1020          	(-1.961481e-09 -1.718078e-07 1.958130e-09)
1040          	(-1.905000e-09 -1.739395e-07 1.992280e-09)
1060          	(-1.853329e-09 -1.760118e-07 2.024017e-09)
1080          	(-1.806400e-09 -1.780322e-07 2.052496e-09)
1100          	(-1.764205e-09 -1.800087e-07 2.077816e-09)
1120          	(-1.726706e-09 -1.819481e-07 2.100207e-09)
1140          	(-1.693632e-09 -1.838518e-07 2.119980e-09)
