# Region      : cellZone cz_solid_19
# Cells       : 1815
# Volume      : 2.139390e-03
# Time        	volIntegrateU
20            	3.279523e-09 -3.430834e-09 -3.921745e-09
40            	2.753571e-09 -5.374577e-09 -3.121267e-09
60            	2.333625e-09 -6.670940e-09 -2.576290e-09
80            	1.985418e-09 -7.436976e-09 -2.178299e-09
100           	1.700106e-09 -7.793976e-09 -1.895584e-09
120           	1.461228e-09 -7.844666e-09 -1.693084e-09
140           	1.342512e-09 -7.697757e-09 -1.577744e-09
160           	1.116158e-09 -7.527830e-09 -1.479100e-09
180           	9.742393e-10 -7.346776e-09 -1.409762e-09
200           	8.704407e-10 -7.187996e-09 -1.381374e-09
220           	7.967545e-10 -7.069829e-09 -1.375763e-09
240           	7.477824e-10 -6.973164e-09 -1.381683e-09
260           	7.162722e-10 -6.840439e-09 -1.386165e-09
280           	6.985043e-10 -6.589728e-09 -1.377211e-09
300           	7.065950e-10 -6.151931e-09 -1.320298e-09
320           	7.087378e-10 -5.533521e-09 -1.194314e-09
340           	6.418430e-10 -4.834516e-09 -1.063197e-09
360           	5.509118e-10 -4.135514e-09 -9.645359e-10
380           	4.919106e-10 -3.413268e-09 -9.005237e-10
400           	4.705841e-10 -2.601501e-09 -8.780605e-10
420           	4.707873e-10 -1.670206e-09 -8.889730e-10
440           	4.757133e-10 -6.235454e-10 -9.131198e-10
460           	4.852621e-10 5.056591e-10 -9.455285e-10
480           	4.969440e-10 1.669534e-09 -9.833159e-10
500           	5.076585e-10 2.816915e-09 -1.020939e-09
520           	5.127556e-10 3.904607e-09 -1.054447e-09
540           	5.046149e-10 4.897015e-09 -1.079130e-09
560           	4.804451e-10 5.764232e-09 -1.091567e-09
580           	4.397208e-10 6.485492e-09 -1.090254e-09
600           	3.835182e-10 7.059054e-09 -1.075116e-09
620           	3.141192e-10 7.501003e-09 -1.046500e-09
640           	2.358566e-10 7.839290e-09 -1.005225e-09
660           	1.559209e-10 8.106782e-09 -9.536643e-10
680           	8.055122e-11 8.333096e-09 -8.951177e-10
700           	1.330526e-11 8.542268e-09 -8.332927e-10
720           	-4.524689e-11 8.752317e-09 -7.715431e-10
740           	-9.588943e-11 8.978347e-09 -7.119700e-10
760           	-1.398691e-10 9.231722e-09 -6.561219e-10
780           	-1.785163e-10 9.520183e-09 -6.051946e-10
800           	-2.132028e-10 9.848641e-09 -5.597542e-10
820           	-2.450690e-10 1.021963e-08 -5.201475e-10
840           	-2.752173e-10 1.063293e-08 -4.856790e-10
860           	-3.037553e-10 1.108634e-08 -4.556273e-10
880           	-3.303018e-10 1.157859e-08 -4.291051e-10
900           	-3.541913e-10 1.210798e-08 -4.060094e-10
