# Region type : faceZone fz_solid_73
# Faces  :    1595
# Area   :    1.017675e-01
# Time        	sum(phi)
20            	-3.466147e-06
40            	7.397934e-07
60            	2.311602e-07
80            	-7.963027e-06
100           	-2.719604e-05
120           	-5.346331e-05
140           	-8.712207e-05
160           	-8.677037e-05
180           	-7.800963e-05
200           	-6.456068e-05
220           	-5.217765e-05
240           	-4.569340e-05
260           	-4.259227e-05
280           	-3.963660e-05
300           	-3.662200e-05
320           	-3.409732e-05
340           	-3.177174e-05
360           	-2.979483e-05
380           	-2.819875e-05
400           	-2.683680e-05
420           	-2.585079e-05
440           	-2.514228e-05
460           	-2.479452e-05
480           	-2.480413e-05
500           	-2.509940e-05
520           	-2.545120e-05
540           	-2.581985e-05
560           	-2.616417e-05
580           	-2.643859e-05
600           	-2.658472e-05
620           	-2.655465e-05
640           	-2.649768e-05
660           	-2.658806e-05
680           	-2.718710e-05
700           	-2.859522e-05
720           	-3.065300e-05
740           	-3.318465e-05
760           	-3.604455e-05
780           	-3.907691e-05
800           	-4.225365e-05
820           	-4.550711e-05
840           	-4.887687e-05
860           	-5.220690e-05
880           	-5.554091e-05
900           	-5.860429e-05
920           	-6.137155e-05
940           	-6.336849e-05
960           	-6.393270e-05
980           	-6.201825e-05
