# Region type : faceZone fz_solid_64
# Faces  :    1400
# Area   :    1.016345e-01
# Time        	sum(phi)
20            	-1.788746e-05
40            	-1.027239e-05
60            	-7.135048e-06
80            	-6.589288e-06
100           	-8.234736e-06
120           	-1.180738e-05
140           	-1.697227e-05
160           	-2.600452e-05
180           	-3.521316e-05
200           	-4.540711e-05
220           	-5.750883e-05
240           	-7.147856e-05
260           	-8.166316e-05
280           	-8.118110e-05
300           	-6.942526e-05
320           	-4.922444e-05
340           	-2.469333e-05
360           	2.334314e-06
380           	2.161390e-05
400           	2.934073e-05
420           	2.956677e-05
440           	2.718625e-05
460           	2.933989e-05
480           	3.771183e-05
500           	5.202078e-05
520           	7.038130e-05
540           	9.057641e-05
560           	1.110847e-04
580           	1.305301e-04
600           	1.481525e-04
620           	1.638716e-04
640           	1.779861e-04
660           	1.907895e-04
680           	2.024184e-04
700           	2.130343e-04
720           	2.227416e-04
740           	2.314608e-04
760           	2.392189e-04
780           	2.462127e-04
800           	2.526096e-04
820           	2.585030e-04
840           	2.639585e-04
860           	2.689981e-04
880           	2.735260e-04
900           	2.776275e-04
920           	2.809577e-04
940           	2.840033e-04
960           	2.869511e-04
980           	2.897993e-04
