# Region      : cellZone cz_solid_38
# Cells       : 1978
# Volume      : 2.144941e-03
# Time        	volIntegrateU
20            	4.304609e-09 -1.070896e-08 -2.537870e-09
40            	3.640616e-09 -1.639001e-08 -1.949609e-09
60            	3.012293e-09 -1.998281e-08 -1.561115e-09
80            	2.432601e-09 -2.167314e-08 -1.295474e-09
100           	1.920666e-09 -2.188744e-08 -1.120848e-09
120           	1.492072e-09 -2.106519e-08 -1.012334e-09
140           	1.154026e-09 -1.961269e-08 -9.323114e-10
160           	8.155896e-10 -1.796216e-08 -8.972982e-10
180           	6.433838e-10 -1.636036e-08 -8.919023e-10
200           	5.366089e-10 -1.489780e-08 -9.003392e-10
220           	4.814810e-10 -1.361396e-08 -9.180988e-10
240           	4.644635e-10 -1.249684e-08 -9.404466e-10
260           	4.692549e-10 -1.150260e-08 -9.611140e-10
280           	4.834232e-10 -1.057417e-08 -9.753512e-10
300           	5.040982e-10 -9.656969e-09 -9.840433e-10
320           	5.277601e-10 -8.711945e-09 -9.872367e-10
340           	5.597651e-10 -7.724243e-09 -9.884183e-10
360           	6.049515e-10 -6.697615e-09 -9.863539e-10
380           	6.680922e-10 -5.657685e-09 -9.765132e-10
400           	7.374637e-10 -4.657510e-09 -9.538289e-10
420           	7.851595e-10 -3.769133e-09 -9.255429e-10
440           	7.984305e-10 -3.047008e-09 -9.062342e-10
460           	7.893827e-10 -2.499995e-09 -8.994939e-10
480           	7.718494e-10 -2.101916e-09 -8.974666e-10
500           	7.533619e-10 -1.821324e-09 -8.936122e-10
520           	7.343354e-10 -1.633945e-09 -8.825883e-10
540           	7.106940e-10 -1.529913e-09 -8.611118e-10
560           	6.805331e-10 -1.512271e-09 -8.297878e-10
580           	6.446499e-10 -1.590013e-09 -7.913498e-10
600           	6.061548e-10 -1.771546e-09 -7.485032e-10
620           	5.679137e-10 -2.057722e-09 -7.040805e-10
640           	5.316841e-10 -2.438194e-09 -6.603700e-10
660           	4.978092e-10 -2.893135e-09 -6.185799e-10
680           	4.663369e-10 -3.398059e-09 -5.794189e-10
700           	4.366735e-10 -3.928901e-09 -5.428091e-10
720           	4.081258e-10 -4.465411e-09 -5.084364e-10
740           	3.802694e-10 -4.992354e-09 -4.755088e-10
760           	3.528390e-10 -5.499087e-09 -4.434285e-10
780           	3.258719e-10 -5.978074e-09 -4.116210e-10
800           	2.990297e-10 -6.423407e-09 -3.795712e-10
820           	2.723289e-10 -6.831259e-09 -3.473297e-10
840           	2.455840e-10 -7.199076e-09 -3.150026e-10
860           	2.182939e-10 -7.525753e-09 -2.828138e-10
880           	1.903296e-10 -7.811091e-09 -2.512883e-10
900           	1.616749e-10 -8.056033e-09 -2.209428e-10
920           	1.325328e-10 -8.261774e-09 -1.922302e-10
940           	1.033246e-10 -8.429863e-09 -1.655568e-10
960           	7.483355e-11 -8.562661e-09 -1.410799e-10
980           	4.759339e-11 -8.663398e-09 -1.187177e-10
1000          	2.179308e-11 -8.736428e-09 -9.813365e-11
1020          	-2.720261e-12 -8.787608e-09 -7.893540e-11
1040          	-2.623895e-11 -8.824458e-09 -6.090805e-11
1060          	-4.912751e-11 -8.855493e-09 -4.418051e-11
1080          	-7.119845e-11 -8.888170e-09 -2.907761e-11
